Item ID,Parent ID,Component ID,Level,Quantity
INV-BEAM-SFG-0501,INV-BEAM-FG-0176,INV-RM-RM-0066,2,1
INV-BEAM-SFG-0501,INV-BEAM-FG-0176,INV-RM-RM-0051,2,3
INV-BEAM-SFG-0501,INV-BEAM-FG-0176,INV-RM-RM-0110,2,1
INV-BEAM-SFG-0501,INV-BEAM-FG-0176,INV-RM-RM-0089,2,1
INV-BEAM-SFG-0501,INV-BEAM-FG-0176,INV-RM-RM-0018,2,1
INV-BEAM-FG-0176,,INV-MODL-SFG-1461,1,4
INV-MODL-SFG-1461,INV-BEAM-FG-0176,INV-RM-RM-0074,2,4
INV-MODL-SFG-1461,INV-BEAM-FG-0176,INV-RM-RM-0079,2,3
INV-MODL-SFG-1461,INV-BEAM-FG-0176,INV-RM-RM-0062,2,4
INV-BEAM-FG-0176,,INV-STRC-SFG-0398,1,1
INV-STRC-SFG-0398,INV-BEAM-FG-0176,INV-RM-RM-0002,2,1
INV-STRC-SFG-0398,INV-BEAM-FG-0176,INV-RM-RM-0038,2,1
INV-STRC-SFG-0398,INV-BEAM-FG-0176,INV-RM-RM-0020,2,2
INV-STRC-SFG-0398,INV-BEAM-FG-0176,INV-RM-RM-0047,2,2
INV-STRC-SFG-0398,INV-BEAM-FG-0176,INV-RM-RM-0081,2,4
INV-BEAM-FG-0176,,INV-BEAM-SFG-0720,1,1
INV-BEAM-SFG-0720,INV-BEAM-FG-0176,INV-RM-RM-0058,2,1
INV-BEAM-SFG-0720,INV-BEAM-FG-0176,INV-RM-RM-0120,2,4
INV-BEAM-SFG-0720,INV-BEAM-FG-0176,INV-RM-RM-0083,2,2
INV-BEAM-FG-0176,,INV-RM-RM-0094,1,2
INV-BEAM-FG-0176,,INV-RM-RM-0095,1,1
INV-BEAM-FG-0177,,INV-BEAM-FG-0177,0,1
INV-BEAM-FG-0177,,INV-BEAM-SFG-0712,1,1
INV-BEAM-SFG-0712,INV-BEAM-FG-0177,INV-RM-RM-0046,2,4
INV-BEAM-SFG-0712,INV-BEAM-FG-0177,INV-RM-RM-0016,2,3
INV-BEAM-SFG-0712,INV-BEAM-FG-0177,INV-RM-RM-0126,2,4
INV-BEAM-SFG-0712,INV-BEAM-FG-0177,INV-RM-RM-0113,2,4
INV-BEAM-FG-0177,,INV-PLTE-SFG-1086,1,4
INV-PLTE-SFG-1086,INV-BEAM-FG-0177,INV-RM-RM-0025,2,1
INV-PLTE-SFG-1086,INV-BEAM-FG-0177,INV-RM-RM-0043,2,3
INV-PLTE-SFG-1086,INV-BEAM-FG-0177,INV-RM-RM-0112,2,2
INV-PLTE-SFG-1086,INV-BEAM-FG-0177,INV-RM-RM-0044,2,1
INV-PLTE-SFG-1086,INV-BEAM-FG-0177,INV-RM-RM-0074,2,4
INV-BEAM-FG-0177,,INV-BEAM-SFG-0401,1,2
INV-BEAM-SFG-0401,INV-BEAM-FG-0177,INV-RM-RM-0010,2,1
INV-BEAM-SFG-0401,INV-BEAM-FG-0177,INV-RM-RM-0009,2,3
INV-BEAM-SFG-0401,INV-BEAM-FG-0177,INV-RM-RM-0122,2,3
INV-BEAM-FG-0177,,INV-RM-RM-0043,1,3
INV-BEAM-FG-0177,,INV-RM-RM-0035,1,3
INV-BEAM-FG-0177,,INV-RM-RM-0051,1,1
INV-BEAM-FG-0177,,INV-RM-RM-0118,1,3
INV-BEAM-FG-0178,,INV-BEAM-FG-0178,0,1
INV-BEAM-FG-0178,,INV-BEAM-SFG-0806,1,3
INV-BEAM-SFG-0806,INV-BEAM-FG-0178,INV-RM-RM-0044,2,4
INV-BEAM-SFG-0806,INV-BEAM-FG-0178,INV-RM-RM-0041,2,2
INV-BEAM-SFG-0806,INV-BEAM-FG-0178,INV-RM-RM-0092,2,4
INV-BEAM-SFG-0806,INV-BEAM-FG-0178,INV-RM-RM-0113,2,2
INV-BEAM-SFG-0806,INV-BEAM-FG-0178,INV-RM-RM-0104,2,2
INV-BEAM-FG-0178,,INV-PLTE-SFG-0919,1,2
INV-PLTE-SFG-0919,INV-BEAM-FG-0178,INV-RM-RM-0126,2,2
INV-PLTE-SFG-0919,INV-BEAM-FG-0178,INV-RM-RM-0002,2,3
INV-PLTE-SFG-0919,INV-BEAM-FG-0178,INV-RM-RM-0085,2,3
INV-PLTE-SFG-0919,INV-BEAM-FG-0178,INV-RM-RM-0051,2,1
INV-PLTE-SFG-0919,INV-BEAM-FG-0178,INV-RM-RM-0043,2,4
INV-BEAM-FG-0178,,INV-BEAM-SFG-0732,1,1
INV-BEAM-SFG-0732,INV-BEAM-FG-0178,INV-RM-RM-0103,2,1
INV-BEAM-SFG-0732,INV-BEAM-FG-0178,INV-RM-RM-0104,2,2
INV-BEAM-SFG-0732,INV-BEAM-FG-0178,INV-RM-RM-0015,2,1
INV-BEAM-FG-0178,,INV-MODL-SFG-1472,1,2
INV-MODL-SFG-1472,INV-BEAM-FG-0178,INV-RM-RM-0063,2,3
INV-MODL-SFG-1472,INV-BEAM-FG-0178,INV-RM-RM-0009,2,1
INV-MODL-SFG-1472,INV-BEAM-FG-0178,INV-RM-RM-0084,2,4
INV-MODL-SFG-1472,INV-BEAM-FG-0178,INV-RM-RM-0116,2,4
INV-MODL-SFG-1472,INV-BEAM-FG-0178,INV-RM-RM-0096,2,3
INV-MODL-SFG-1472,INV-BEAM-FG-0178,INV-RM-RM-0011,2,3
INV-BEAM-FG-0178,,INV-PLTE-SFG-0991,1,2
INV-PLTE-SFG-0991,INV-BEAM-FG-0178,INV-RM-RM-0018,2,1
INV-PLTE-SFG-0991,INV-BEAM-FG-0178,INV-RM-RM-0083,2,4
INV-PLTE-SFG-0991,INV-BEAM-FG-0178,INV-RM-RM-0096,2,1
INV-PLTE-SFG-0991,INV-BEAM-FG-0178,INV-RM-RM-0021,2,4
INV-PLTE-SFG-0991,INV-BEAM-FG-0178,INV-RM-RM-0010,2,3
INV-BEAM-FG-0178,,INV-STRC-SFG-0219,1,4
INV-STRC-SFG-0219,INV-BEAM-FG-0178,INV-RM-RM-0090,2,2
INV-STRC-SFG-0219,INV-BEAM-FG-0178,INV-RM-RM-0028,2,3
INV-STRC-SFG-0219,INV-BEAM-FG-0178,INV-RM-RM-0072,2,1
INV-STRC-SFG-0219,INV-BEAM-FG-0178,INV-RM-RM-0021,2,1
INV-BEAM-FG-0178,,INV-RM-RM-0056,1,2
INV-BEAM-FG-0178,,INV-RM-RM-0010,1,2
INV-BEAM-FG-0178,,INV-RM-RM-0116,1,4
INV-BEAM-FG-0178,,INV-RM-RM-0069,1,1
INV-BEAM-FG-0179,,INV-BEAM-FG-0179,0,1
INV-BEAM-FG-0179,,INV-PLTE-SFG-1170,1,2
INV-PLTE-SFG-1170,INV-BEAM-FG-0179,INV-RM-RM-0055,2,1
INV-PLTE-SFG-1170,INV-BEAM-FG-0179,INV-RM-RM-0037,2,1
INV-PLTE-SFG-1170,INV-BEAM-FG-0179,INV-RM-RM-0026,2,4
INV-PLTE-SFG-1170,INV-BEAM-FG-0179,INV-RM-RM-0046,2,1
INV-PLTE-SFG-1170,INV-BEAM-FG-0179,INV-RM-RM-0040,2,2
INV-PLTE-SFG-1170,INV-BEAM-FG-0179,INV-RM-RM-0101,2,4
INV-BEAM-FG-0179,,INV-PLTE-SFG-1136,1,3
INV-PLTE-SFG-1136,INV-BEAM-FG-0179,INV-RM-RM-0041,2,4
INV-PLTE-SFG-1136,INV-BEAM-FG-0179,INV-RM-RM-0118,2,4
INV-PLTE-SFG-1136,INV-BEAM-FG-0179,INV-RM-RM-0023,2,3
INV-BEAM-FG-0179,,INV-STRC-SFG-0178,1,3
INV-STRC-SFG-0178,INV-BEAM-FG-0179,INV-RM-RM-0011,2,3
INV-STRC-SFG-0178,INV-BEAM-FG-0179,INV-RM-RM-0071,2,2
INV-STRC-SFG-0178,INV-BEAM-FG-0179,INV-RM-RM-0084,2,1
INV-STRC-SFG-0178,INV-BEAM-FG-0179,INV-RM-RM-0001,2,2
INV-BEAM-FG-0179,,INV-PLTE-SFG-0878,1,1
INV-PLTE-SFG-0878,INV-BEAM-FG-0179,INV-RM-RM-0039,2,1
INV-PLTE-SFG-0878,INV-BEAM-FG-0179,INV-RM-RM-0037,2,1
INV-PLTE-SFG-0878,INV-BEAM-FG-0179,INV-RM-RM-0088,2,2
INV-BEAM-FG-0179,,INV-STRC-SFG-0074,1,1
INV-STRC-SFG-0074,INV-BEAM-FG-0179,INV-RM-RM-0070,2,4
INV-STRC-SFG-0074,INV-BEAM-FG-0179,INV-RM-RM-0005,2,1
INV-STRC-SFG-0074,INV-BEAM-FG-0179,INV-RM-RM-0099,2,2
INV-BEAM-FG-0179,,INV-RM-RM-0007,1,1
INV-BEAM-FG-0179,,INV-RM-RM-0066,1,4
INV-BEAM-FG-0179,,INV-RM-RM-0118,1,4
INV-BEAM-FG-0180,,INV-BEAM-FG-0180,0,1
INV-BEAM-FG-0180,,INV-MODL-SFG-1328,1,2
INV-MODL-SFG-1328,INV-BEAM-FG-0180,INV-RM-RM-0073,2,2
INV-MODL-SFG-1328,INV-BEAM-FG-0180,INV-RM-RM-0039,2,2
INV-MODL-SFG-1328,INV-BEAM-FG-0180,INV-RM-RM-0118,2,4
INV-BEAM-FG-0180,,INV-MODL-SFG-1346,1,1
INV-MODL-SFG-1346,INV-BEAM-FG-0180,INV-RM-RM-0044,2,1
INV-MODL-SFG-1346,INV-BEAM-FG-0180,INV-RM-RM-0085,2,3
INV-MODL-SFG-1346,INV-BEAM-FG-0180,INV-RM-RM-0074,2,2
INV-MODL-SFG-1346,INV-BEAM-FG-0180,INV-RM-RM-0096,2,3
INV-MODL-SFG-1346,INV-BEAM-FG-0180,INV-RM-RM-0082,2,3
INV-MODL-SFG-1346,INV-BEAM-FG-0180,INV-RM-RM-0073,2,3
INV-BEAM-FG-0180,,INV-BEAM-SFG-0465,1,3
INV-BEAM-SFG-0465,INV-BEAM-FG-0180,INV-RM-RM-0046,2,1
INV-BEAM-SFG-0465,INV-BEAM-FG-0180,INV-RM-RM-0103,2,3
INV-BEAM-SFG-0465,INV-BEAM-FG-0180,INV-RM-RM-0042,2,1
INV-BEAM-SFG-0465,INV-BEAM-FG-0180,INV-RM-RM-0122,2,4
INV-BEAM-FG-0180,,INV-MODL-SFG-1440,1,2
INV-MODL-SFG-1440,INV-BEAM-FG-0180,INV-RM-RM-0073,2,4
INV-MODL-SFG-1440,INV-BEAM-FG-0180,INV-RM-RM-0117,2,2
INV-MODL-SFG-1440,INV-BEAM-FG-0180,INV-RM-RM-0034,2,4
INV-MODL-SFG-1440,INV-BEAM-FG-0180,INV-RM-RM-0088,2,2
INV-MODL-SFG-1440,INV-BEAM-FG-0180,INV-RM-RM-0002,2,3
INV-BEAM-FG-0180,,INV-STRC-SFG-0303,1,1
INV-STRC-SFG-0303,INV-BEAM-FG-0180,INV-RM-RM-0031,2,4
INV-STRC-SFG-0303,INV-BEAM-FG-0180,INV-RM-RM-0015,2,2
INV-STRC-SFG-0303,INV-BEAM-FG-0180,INV-RM-RM-0019,2,4
INV-STRC-SFG-0303,INV-BEAM-FG-0180,INV-RM-RM-0074,2,3
INV-BEAM-FG-0180,,INV-STRC-SFG-0104,1,2
INV-STRC-SFG-0104,INV-BEAM-FG-0180,INV-RM-RM-0020,2,2
INV-STRC-SFG-0104,INV-BEAM-FG-0180,INV-RM-RM-0068,2,2
INV-STRC-SFG-0104,INV-BEAM-FG-0180,INV-RM-RM-0063,2,3
INV-BEAM-FG-0180,,INV-RM-RM-0115,1,1
INV-BEAM-FG-0180,,INV-RM-RM-0125,1,4
INV-BEAM-FG-0180,,INV-RM-RM-0105,1,3
INV-BEAM-FG-0180,,INV-RM-RM-0005,1,4
INV-BEAM-FG-0181,,INV-BEAM-FG-0181,0,1
INV-BEAM-FG-0181,,INV-STRC-SFG-0193,1,4
INV-STRC-SFG-0193,INV-BEAM-FG-0181,INV-RM-RM-0022,2,4
INV-STRC-SFG-0193,INV-BEAM-FG-0181,INV-RM-RM-0078,2,4
INV-STRC-SFG-0193,INV-BEAM-FG-0181,INV-RM-RM-0090,2,4
INV-STRC-SFG-0193,INV-BEAM-FG-0181,INV-RM-RM-0113,2,3
INV-STRC-SFG-0193,INV-BEAM-FG-0181,INV-RM-RM-0094,2,1
INV-BEAM-FG-0181,,INV-BEAM-SFG-0458,1,4
INV-BEAM-SFG-0458,INV-BEAM-FG-0181,INV-RM-RM-0060,2,1
INV-BEAM-SFG-0458,INV-BEAM-FG-0181,INV-RM-RM-0016,2,3
INV-BEAM-SFG-0458,INV-BEAM-FG-0181,INV-RM-RM-0022,2,4
INV-BEAM-SFG-0458,INV-BEAM-FG-0181,INV-RM-RM-0078,2,4
INV-BEAM-FG-0181,,INV-MODL-SFG-1327,1,2
INV-MODL-SFG-1327,INV-BEAM-FG-0181,INV-RM-RM-0105,2,4
INV-MODL-SFG-1327,INV-BEAM-FG-0181,INV-RM-RM-0082,2,1
INV-MODL-SFG-1327,INV-BEAM-FG-0181,INV-RM-RM-0126,2,4
INV-BEAM-FG-0181,,INV-BEAM-SFG-0483,1,3
INV-BEAM-SFG-0483,INV-BEAM-FG-0181,INV-RM-RM-0055,2,3
INV-BEAM-SFG-0483,INV-BEAM-FG-0181,INV-RM-RM-0050,2,1
INV-BEAM-SFG-0483,INV-BEAM-FG-0181,INV-RM-RM-0116,2,3
INV-BEAM-SFG-0483,INV-BEAM-FG-0181,INV-RM-RM-0121,2,2
INV-BEAM-SFG-0483,INV-BEAM-FG-0181,INV-RM-RM-0038,2,1
INV-BEAM-FG-0181,,INV-RM-RM-0048,1,3
INV-BEAM-FG-0181,,INV-RM-RM-0008,1,2
INV-BEAM-FG-0181,,INV-RM-RM-0040,1,4
INV-BEAM-FG-0181,,INV-RM-RM-0087,1,4
INV-PLTE-FG-0182,,INV-PLTE-FG-0182,0,1
INV-PLTE-FG-0182,,INV-PLTE-SFG-1023,1,1
INV-PLTE-SFG-1023,INV-PLTE-FG-0182,INV-RM-RM-0104,2,4
INV-PLTE-SFG-1023,INV-PLTE-FG-0182,INV-RM-RM-0089,2,1
INV-PLTE-SFG-1023,INV-PLTE-FG-0182,INV-RM-RM-0063,2,4
INV-PLTE-SFG-1023,INV-PLTE-FG-0182,INV-RM-RM-0022,2,2
INV-PLTE-FG-0182,,INV-MODL-SFG-1402,1,2
INV-MODL-SFG-1402,INV-PLTE-FG-0182,INV-RM-RM-0077,2,3
INV-MODL-SFG-1402,INV-PLTE-FG-0182,INV-RM-RM-0012,2,2
INV-MODL-SFG-1402,INV-PLTE-FG-0182,INV-RM-RM-0117,2,3
INV-MODL-SFG-1402,INV-PLTE-FG-0182,INV-RM-RM-0081,2,4
INV-MODL-SFG-1402,INV-PLTE-FG-0182,INV-RM-RM-0092,2,4
INV-PLTE-FG-0182,,INV-MODL-SFG-1369,1,2
INV-MODL-SFG-1369,INV-PLTE-FG-0182,INV-RM-RM-0089,2,1
INV-MODL-SFG-1369,INV-PLTE-FG-0182,INV-RM-RM-0026,2,4
INV-MODL-SFG-1369,INV-PLTE-FG-0182,INV-RM-RM-0037,2,2
INV-MODL-SFG-1369,INV-PLTE-FG-0182,INV-RM-RM-0028,2,4
INV-PLTE-FG-0182,,INV-STRC-SFG-0368,1,1
INV-STRC-SFG-0368,INV-PLTE-FG-0182,INV-RM-RM-0096,2,2
INV-STRC-SFG-0368,INV-PLTE-FG-0182,INV-RM-RM-0100,2,2
INV-STRC-SFG-0368,INV-PLTE-FG-0182,INV-RM-RM-0063,2,3
INV-STRC-SFG-0368,INV-PLTE-FG-0182,INV-RM-RM-0012,2,3
INV-STRC-SFG-0368,INV-PLTE-FG-0182,INV-RM-RM-0093,2,3
INV-STRC-SFG-0368,INV-PLTE-FG-0182,INV-RM-RM-0095,2,1
INV-PLTE-FG-0182,,INV-BEAM-SFG-0523,1,3
INV-BEAM-SFG-0523,INV-PLTE-FG-0182,INV-RM-RM-0095,2,1
INV-BEAM-SFG-0523,INV-PLTE-FG-0182,INV-RM-RM-0001,2,3
INV-BEAM-SFG-0523,INV-PLTE-FG-0182,INV-RM-RM-0062,2,3
INV-BEAM-SFG-0523,INV-PLTE-FG-0182,INV-RM-RM-0015,2,2
INV-PLTE-FG-0182,,INV-STRC-SFG-0144,1,3
INV-STRC-SFG-0144,INV-PLTE-FG-0182,INV-RM-RM-0016,2,1
INV-STRC-SFG-0144,INV-PLTE-FG-0182,INV-RM-RM-0055,2,2
INV-STRC-SFG-0144,INV-PLTE-FG-0182,INV-RM-RM-0020,2,4
INV-STRC-SFG-0144,INV-PLTE-FG-0182,INV-RM-RM-0030,2,1
INV-PLTE-FG-0182,,INV-RM-RM-0072,1,4
INV-PLTE-FG-0182,,INV-RM-RM-0012,1,1
INV-PLTE-FG-0183,,INV-PLTE-FG-0183,0,1
INV-PLTE-FG-0183,,INV-MODL-SFG-1383,1,4
INV-MODL-SFG-1383,INV-PLTE-FG-0183,INV-RM-RM-0051,2,4
INV-MODL-SFG-1383,INV-PLTE-FG-0183,INV-RM-RM-0060,2,4
INV-MODL-SFG-1383,INV-PLTE-FG-0183,INV-RM-RM-0093,2,3
INV-PLTE-FG-0183,,INV-MODL-SFG-1196,1,3
INV-MODL-SFG-1196,INV-PLTE-FG-0183,INV-RM-RM-0084,2,3
INV-MODL-SFG-1196,INV-PLTE-FG-0183,INV-RM-RM-0031,2,2
INV-MODL-SFG-1196,INV-PLTE-FG-0183,INV-RM-RM-0122,2,3
INV-MODL-SFG-1196,INV-PLTE-FG-0183,INV-RM-RM-0064,2,3
INV-MODL-SFG-1196,INV-PLTE-FG-0183,INV-RM-RM-0062,2,4
INV-PLTE-FG-0183,,INV-MODL-SFG-1264,1,4
INV-MODL-SFG-1264,INV-PLTE-FG-0183,INV-RM-RM-0105,2,1
INV-MODL-SFG-1264,INV-PLTE-FG-0183,INV-RM-RM-0083,2,3
INV-MODL-SFG-1264,INV-PLTE-FG-0183,INV-RM-RM-0111,2,3
INV-MODL-SFG-1264,INV-PLTE-FG-0183,INV-RM-RM-0060,2,3
INV-MODL-SFG-1264,INV-PLTE-FG-0183,INV-RM-RM-0120,2,2
INV-PLTE-FG-0183,,INV-BEAM-SFG-0497,1,3
INV-BEAM-SFG-0497,INV-PLTE-FG-0183,INV-RM-RM-0020,2,3
INV-BEAM-SFG-0497,INV-PLTE-FG-0183,INV-RM-RM-0108,2,4
INV-BEAM-SFG-0497,INV-PLTE-FG-0183,INV-RM-RM-0121,2,3
INV-BEAM-SFG-0497,INV-PLTE-FG-0183,INV-RM-RM-0012,2,1
INV-BEAM-SFG-0497,INV-PLTE-FG-0183,INV-RM-RM-0107,2,4
INV-PLTE-FG-0183,,INV-RM-RM-0003,1,4
INV-PLTE-FG-0183,,INV-RM-RM-0108,1,1
INV-PLTE-FG-0184,,INV-PLTE-FG-0184,0,1
INV-PLTE-FG-0184,,INV-MODL-SFG-1321,1,2
INV-MODL-SFG-1321,INV-PLTE-FG-0184,INV-RM-RM-0073,2,3
INV-MODL-SFG-1321,INV-PLTE-FG-0184,INV-RM-RM-0044,2,2
INV-MODL-SFG-1321,INV-PLTE-FG-0184,INV-RM-RM-0040,2,1
INV-MODL-SFG-1321,INV-PLTE-FG-0184,INV-RM-RM-0117,2,3
INV-MODL-SFG-1321,INV-PLTE-FG-0184,INV-RM-RM-0093,2,4
INV-PLTE-FG-0184,,INV-BEAM-SFG-0402,1,2
INV-BEAM-SFG-0402,INV-PLTE-FG-0184,INV-RM-RM-0017,2,1
INV-BEAM-SFG-0402,INV-PLTE-FG-0184,INV-RM-RM-0003,2,1
INV-BEAM-SFG-0402,INV-PLTE-FG-0184,INV-RM-RM-0047,2,2
INV-BEAM-SFG-0402,INV-PLTE-FG-0184,INV-RM-RM-0028,2,2
INV-PLTE-FG-0184,,INV-BEAM-SFG-0707,1,2
INV-BEAM-SFG-0707,INV-PLTE-FG-0184,INV-RM-RM-0029,2,1
INV-BEAM-SFG-0707,INV-PLTE-FG-0184,INV-RM-RM-0043,2,1
INV-BEAM-SFG-0707,INV-PLTE-FG-0184,INV-RM-RM-0122,2,3
INV-BEAM-SFG-0707,INV-PLTE-FG-0184,INV-RM-RM-0011,2,3
INV-PLTE-FG-0184,,INV-PLTE-SFG-1026,1,4
INV-PLTE-SFG-1026,INV-PLTE-FG-0184,INV-RM-RM-0045,2,1
INV-PLTE-SFG-1026,INV-PLTE-FG-0184,INV-RM-RM-0071,2,2
INV-PLTE-SFG-1026,INV-PLTE-FG-0184,INV-RM-RM-0047,2,1
INV-PLTE-SFG-1026,INV-PLTE-FG-0184,INV-RM-RM-0054,2,2
INV-PLTE-SFG-1026,INV-PLTE-FG-0184,INV-RM-RM-0118,2,1
INV-PLTE-SFG-1026,INV-PLTE-FG-0184,INV-RM-RM-0034,2,2
INV-PLTE-FG-0184,,INV-RM-RM-0075,1,3
INV-PLTE-FG-0184,,INV-RM-RM-0109,1,2
INV-PLTE-FG-0184,,INV-RM-RM-0074,1,1
INV-PLTE-FG-0185,,INV-PLTE-FG-0185,0,1
INV-PLTE-FG-0185,,INV-PLTE-SFG-1119,1,1
INV-PLTE-SFG-1119,INV-PLTE-FG-0185,INV-RM-RM-0026,2,3
INV-PLTE-SFG-1119,INV-PLTE-FG-0185,INV-RM-RM-0025,2,4
INV-PLTE-SFG-1119,INV-PLTE-FG-0185,INV-RM-RM-0016,2,4
INV-PLTE-SFG-1119,INV-PLTE-FG-0185,INV-RM-RM-0052,2,1
INV-PLTE-SFG-1119,INV-PLTE-FG-0185,INV-RM-RM-0023,2,3
INV-PLTE-SFG-1119,INV-PLTE-FG-0185,INV-RM-RM-0074,2,4
INV-PLTE-FG-0185,,INV-BEAM-SFG-0728,1,2
INV-BEAM-SFG-0728,INV-PLTE-FG-0185,INV-RM-RM-0030,2,2
INV-BEAM-SFG-0728,INV-PLTE-FG-0185,INV-RM-RM-0071,2,4
INV-BEAM-SFG-0728,INV-PLTE-FG-0185,INV-RM-RM-0078,2,4
INV-BEAM-SFG-0728,INV-PLTE-FG-0185,INV-RM-RM-0079,2,1
INV-PLTE-FG-0185,,INV-PLTE-SFG-1057,1,4
INV-PLTE-SFG-1057,INV-PLTE-FG-0185,INV-RM-RM-0102,2,2
INV-PLTE-SFG-1057,INV-PLTE-FG-0185,INV-RM-RM-0074,2,3
INV-PLTE-SFG-1057,INV-PLTE-FG-0185,INV-RM-RM-0016,2,2
INV-PLTE-FG-0185,,INV-MODL-SFG-1508,1,4
INV-MODL-SFG-1508,INV-PLTE-FG-0185,INV-RM-RM-0118,2,2
INV-MODL-SFG-1508,INV-PLTE-FG-0185,INV-RM-RM-0083,2,1
INV-MODL-SFG-1508,INV-PLTE-FG-0185,INV-RM-RM-0050,2,3
INV-MODL-SFG-1508,INV-PLTE-FG-0185,INV-RM-RM-0110,2,3
INV-MODL-SFG-1508,INV-PLTE-FG-0185,INV-RM-RM-0094,2,2
INV-PLTE-FG-0185,,INV-RM-RM-0030,1,2
INV-PLTE-FG-0185,,INV-RM-RM-0041,1,3
INV-PLTE-FG-0185,,INV-RM-RM-0105,1,3
INV-PLTE-FG-0186,,INV-PLTE-FG-0186,0,1
INV-PLTE-FG-0186,,INV-BEAM-SFG-0695,1,1
INV-BEAM-SFG-0695,INV-PLTE-FG-0186,INV-RM-RM-0043,2,2
INV-BEAM-SFG-0695,INV-PLTE-FG-0186,INV-RM-RM-0072,2,2
INV-BEAM-SFG-0695,INV-PLTE-FG-0186,INV-RM-RM-0117,2,3
INV-BEAM-SFG-0695,INV-PLTE-FG-0186,INV-RM-RM-0116,2,1
INV-PLTE-FG-0186,,INV-MODL-SFG-1204,1,3
INV-MODL-SFG-1204,INV-PLTE-FG-0186,INV-RM-RM-0012,2,1
INV-MODL-SFG-1204,INV-PLTE-FG-0186,INV-RM-RM-0113,2,2
INV-MODL-SFG-1204,INV-PLTE-FG-0186,INV-RM-RM-0091,2,1
INV-MODL-SFG-1204,INV-PLTE-FG-0186,INV-RM-RM-0063,2,3
INV-MODL-SFG-1204,INV-PLTE-FG-0186,INV-RM-RM-0014,2,4
INV-MODL-SFG-1204,INV-PLTE-FG-0186,INV-RM-RM-0060,2,3
INV-PLTE-FG-0186,,INV-BEAM-SFG-0555,1,1
INV-BEAM-SFG-0555,INV-PLTE-FG-0186,INV-RM-RM-0108,2,2
INV-BEAM-SFG-0555,INV-PLTE-FG-0186,INV-RM-RM-0097,2,1
INV-BEAM-SFG-0555,INV-PLTE-FG-0186,INV-RM-RM-0022,2,1
INV-BEAM-SFG-0555,INV-PLTE-FG-0186,INV-RM-RM-0079,2,3
INV-BEAM-SFG-0555,INV-PLTE-FG-0186,INV-RM-RM-0077,2,4
INV-PLTE-FG-0186,,INV-RM-RM-0097,1,4
INV-PLTE-FG-0186,,INV-RM-RM-0117,1,4
INV-PLTE-FG-0186,,INV-RM-RM-0027,1,3
INV-PLTE-FG-0187,,INV-PLTE-FG-0187,0,1
INV-PLTE-FG-0187,,INV-MODL-SFG-1412,1,1
INV-MODL-SFG-1412,INV-PLTE-FG-0187,INV-RM-RM-0076,2,4
INV-MODL-SFG-1412,INV-PLTE-FG-0187,INV-RM-RM-0115,2,3
INV-MODL-SFG-1412,INV-PLTE-FG-0187,INV-RM-RM-0065,2,4
INV-MODL-SFG-1412,INV-PLTE-FG-0187,INV-RM-RM-0017,2,2
INV-MODL-SFG-1412,INV-PLTE-FG-0187,INV-RM-RM-0089,2,4
INV-MODL-SFG-1412,INV-PLTE-FG-0187,INV-RM-RM-0106,2,3
INV-PLTE-FG-0187,,INV-BEAM-SFG-0435,1,3
INV-BEAM-SFG-0435,INV-PLTE-FG-0187,INV-RM-RM-0032,2,1
INV-BEAM-SFG-0435,INV-PLTE-FG-0187,INV-RM-RM-0117,2,3
INV-BEAM-SFG-0435,INV-PLTE-FG-0187,INV-RM-RM-0035,2,2
INV-BEAM-SFG-0435,INV-PLTE-FG-0187,INV-RM-RM-0083,2,2
INV-BEAM-SFG-0435,INV-PLTE-FG-0187,INV-RM-RM-0022,2,1
INV-BEAM-SFG-0435,INV-PLTE-FG-0187,INV-RM-RM-0090,2,3
INV-PLTE-FG-0187,,INV-BEAM-SFG-0727,1,4
INV-BEAM-SFG-0727,INV-PLTE-FG-0187,INV-RM-RM-0091,2,1
INV-BEAM-SFG-0727,INV-PLTE-FG-0187,INV-RM-RM-0115,2,1
INV-BEAM-SFG-0727,INV-PLTE-FG-0187,INV-RM-RM-0045,2,1
INV-BEAM-SFG-0727,INV-PLTE-FG-0187,INV-RM-RM-0097,2,3
INV-BEAM-SFG-0727,INV-PLTE-FG-0187,INV-RM-RM-0043,2,3
INV-PLTE-FG-0187,,INV-BEAM-SFG-0562,1,1
INV-BEAM-SFG-0562,INV-PLTE-FG-0187,INV-RM-RM-0116,2,2
INV-BEAM-SFG-0562,INV-PLTE-FG-0187,INV-RM-RM-0075,2,3
INV-BEAM-SFG-0562,INV-PLTE-FG-0187,INV-RM-RM-0102,2,4
INV-BEAM-SFG-0562,INV-PLTE-FG-0187,INV-RM-RM-0006,2,4
INV-BEAM-SFG-0562,INV-PLTE-FG-0187,INV-RM-RM-0056,2,4
INV-PLTE-FG-0187,,INV-MODL-SFG-1247,1,2
INV-MODL-SFG-1247,INV-PLTE-FG-0187,INV-RM-RM-0113,2,4
INV-MODL-SFG-1247,INV-PLTE-FG-0187,INV-RM-RM-0059,2,1
INV-MODL-SFG-1247,INV-PLTE-FG-0187,INV-RM-RM-0063,2,4
INV-PLTE-FG-0187,,INV-RM-RM-0059,1,1
INV-PLTE-FG-0187,,INV-RM-RM-0094,1,3
INV-PLTE-FG-0187,,INV-RM-RM-0054,1,2
INV-PLTE-FG-0187,,INV-RM-RM-0034,1,1
