BOM ID,Component ID,Quantity per Unit,Unit of Measure
INV-BEAM-SFG-0782,INV-RM-RM-0036,4,PCS
INV-BEAM-SFG-0769,INV-RM-RM-0115,4,PCS
INV-BEAM-SFG-0769,INV-RM-RM-0066,2,PCS
INV-BEAM-SFG-0769,INV-RM-RM-0125,1,PCS
INV-PLTE-SFG-0864,INV-RM-RM-0013,3,PCS
INV-PLTE-SFG-0864,INV-RM-RM-0050,4,PCS
INV-PLTE-SFG-0864,INV-RM-RM-0066,2,PCS
INV-PLTE-SFG-0864,INV-RM-RM-0052,1,PCS
INV-PLTE-SFG-0864,INV-RM-RM-0115,2,PCS
INV-PLTE-SFG-0864,INV-RM-RM-0015,3,PCS
INV-MODL-SFG-1233,INV-RM-RM-0018,4,PCS
INV-MODL-SFG-1233,INV-RM-RM-0055,4,PCS
INV-MODL-SFG-1233,INV-RM-RM-0098,1,PCS
INV-MODL-SFG-1233,INV-RM-RM-0074,3,PCS
INV-MODL-SFG-1233,INV-RM-RM-0001,4,PCS
INV-STRC-SFG-0150,INV-RM-RM-0028,4,PCS
INV-STRC-SFG-0150,INV-RM-RM-0092,1,PCS
INV-STRC-SFG-0150,INV-RM-RM-0076,3,PCS
INV-STRC-SFG-0150,INV-RM-RM-0062,2,PCS
INV-STRC-SFG-0150,INV-RM-RM-0050,1,PCS
INV-BEAM-SFG-0659,INV-RM-RM-0071,3,PCS
INV-BEAM-SFG-0659,INV-RM-RM-0086,3,PCS
INV-BEAM-SFG-0659,INV-RM-RM-0003,3,PCS
INV-BEAM-SFG-0659,INV-RM-RM-0072,3,PCS
INV-BEAM-SFG-0659,INV-RM-RM-0092,3,PCS
INV-BEAM-SFG-0659,INV-RM-RM-0046,1,PCS
INV-MODL-SFG-1314,INV-RM-RM-0058,3,PCS
INV-MODL-SFG-1314,INV-RM-RM-0056,3,PCS
INV-MODL-SFG-1314,INV-RM-RM-0029,1,PCS
INV-MODL-SFG-1314,INV-RM-RM-0054,2,PCS
INV-BEAM-SFG-0406,INV-RM-RM-0101,4,PCS
INV-BEAM-SFG-0406,INV-RM-RM-0008,3,PCS
INV-BEAM-SFG-0406,INV-RM-RM-0016,1,PCS
INV-BEAM-SFG-0406,INV-RM-RM-0043,4,PCS
INV-BEAM-SFG-0406,INV-RM-RM-0007,3,PCS
INV-BEAM-SFG-0406,INV-RM-RM-0090,3,PCS
INV-BEAM-SFG-0518,INV-RM-RM-0018,3,PCS
INV-BEAM-SFG-0518,INV-RM-RM-0115,2,PCS
INV-BEAM-SFG-0518,INV-RM-RM-0024,3,PCS
INV-BEAM-SFG-0518,INV-RM-RM-0015,4,PCS
INV-MODL-SFG-1518,INV-RM-RM-0083,1,PCS
INV-MODL-SFG-1518,INV-RM-RM-0079,2,PCS
INV-MODL-SFG-1518,INV-RM-RM-0096,3,PCS
INV-MODL-SFG-1277,INV-RM-RM-0012,4,PCS
INV-MODL-SFG-1277,INV-RM-RM-0105,2,PCS
INV-MODL-SFG-1277,INV-RM-RM-0085,4,PCS
INV-MODL-SFG-1277,INV-RM-RM-0042,2,PCS
INV-MODL-SFG-1277,INV-RM-RM-0122,1,PCS
INV-BEAM-SFG-0672,INV-RM-RM-0090,1,PCS
INV-BEAM-SFG-0672,INV-RM-RM-0026,1,PCS
INV-BEAM-SFG-0672,INV-RM-RM-0038,4,PCS
INV-BEAM-SFG-0672,INV-RM-RM-0068,3,PCS
INV-BEAM-SFG-0672,INV-RM-RM-0018,4,PCS
INV-STRC-SFG-0194,INV-RM-RM-0087,1,PCS
INV-STRC-SFG-0194,INV-RM-RM-0007,2,PCS
INV-STRC-SFG-0194,INV-RM-RM-0110,4,PCS
INV-STRC-SFG-0194,INV-RM-RM-0016,4,PCS
INV-MODL-SFG-1485,INV-RM-RM-0109,2,PCS
INV-MODL-SFG-1485,INV-RM-RM-0048,4,PCS
INV-MODL-SFG-1485,INV-RM-RM-0020,1,PCS
INV-MODL-SFG-1485,INV-RM-RM-0122,1,PCS
INV-STRC-SFG-0186,INV-RM-RM-0078,4,PCS
INV-STRC-SFG-0186,INV-RM-RM-0113,3,PCS
INV-STRC-SFG-0186,INV-RM-RM-0044,1,PCS
INV-STRC-SFG-0186,INV-RM-RM-0070,2,PCS
INV-STRC-SFG-0186,INV-RM-RM-0032,2,PCS
INV-STRC-SFG-0186,INV-RM-RM-0104,2,PCS
INV-STRC-SFG-0007,INV-RM-RM-0052,2,PCS
INV-STRC-SFG-0007,INV-RM-RM-0091,4,PCS
INV-STRC-SFG-0007,INV-RM-RM-0002,2,PCS
INV-STRC-SFG-0007,INV-RM-RM-0034,3,PCS
INV-STRC-SFG-0007,INV-RM-RM-0017,3,PCS
INV-STRC-SFG-0310,INV-RM-RM-0019,1,PCS
INV-STRC-SFG-0310,INV-RM-RM-0038,4,PCS
INV-STRC-SFG-0310,INV-RM-RM-0122,2,PCS
INV-STRC-SFG-0310,INV-RM-RM-0092,4,PCS
INV-BEAM-SFG-0632,INV-RM-RM-0020,1,PCS
INV-BEAM-SFG-0632,INV-RM-RM-0022,1,PCS
INV-BEAM-SFG-0632,INV-RM-RM-0051,3,PCS
INV-STRC-SFG-0207,INV-RM-RM-0083,1,PCS
INV-STRC-SFG-0207,INV-RM-RM-0008,1,PCS
INV-STRC-SFG-0207,INV-RM-RM-0087,2,PCS
INV-STRC-SFG-0207,INV-RM-RM-0100,1,PCS
INV-PLTE-SFG-0951,INV-RM-RM-0017,2,PCS
INV-PLTE-SFG-0951,INV-RM-RM-0113,3,PCS
INV-PLTE-SFG-0951,INV-RM-RM-0111,4,PCS
INV-PLTE-SFG-0951,INV-RM-RM-0016,2,PCS
INV-PLTE-SFG-0951,INV-RM-RM-0124,1,PCS
INV-PLTE-SFG-0951,INV-RM-RM-0037,3,PCS
INV-BEAM-SFG-0727,INV-RM-RM-0091,1,PCS
INV-BEAM-SFG-0727,INV-RM-RM-0115,1,PCS
INV-BEAM-SFG-0727,INV-RM-RM-0045,1,PCS
INV-BEAM-SFG-0727,INV-RM-RM-0097,3,PCS
INV-BEAM-SFG-0727,INV-RM-RM-0043,3,PCS
INV-STRC-SFG-0131,INV-RM-RM-0106,3,PCS
INV-STRC-SFG-0131,INV-RM-RM-0092,3,PCS
INV-STRC-SFG-0131,INV-RM-RM-0076,2,PCS
INV-STRC-SFG-0131,INV-RM-RM-0003,2,PCS
INV-MODL-SFG-1403,INV-RM-RM-0047,3,PCS
INV-MODL-SFG-1403,INV-RM-RM-0084,4,PCS
INV-MODL-SFG-1403,INV-RM-RM-0048,3,PCS
INV-MODL-SFG-1403,INV-RM-RM-0103,3,PCS
INV-PLTE-SFG-0871,INV-RM-RM-0031,2,PCS
INV-PLTE-SFG-0871,INV-RM-RM-0043,4,PCS
INV-PLTE-SFG-0871,INV-RM-RM-0005,3,PCS
INV-MODL-SFG-1220,INV-RM-RM-0023,2,PCS
INV-MODL-SFG-1220,INV-RM-RM-0121,1,PCS
INV-MODL-SFG-1220,INV-RM-RM-0095,1,PCS
INV-MODL-SFG-1220,INV-RM-RM-0054,1,PCS
INV-MODL-SFG-1220,INV-RM-RM-0027,2,PCS
INV-MODL-SFG-1220,INV-RM-RM-0046,2,PCS
INV-STRC-SFG-0069,INV-RM-RM-0087,4,PCS
INV-STRC-SFG-0069,INV-RM-RM-0069,3,PCS
INV-STRC-SFG-0069,INV-RM-RM-0021,1,PCS
INV-STRC-SFG-0069,INV-RM-RM-0080,3,PCS
INV-STRC-SFG-0051,INV-RM-RM-0057,3,PCS
INV-STRC-SFG-0051,INV-RM-RM-0088,3,PCS
INV-STRC-SFG-0051,INV-RM-RM-0055,1,PCS
INV-STRC-SFG-0051,INV-RM-RM-0125,3,PCS
INV-STRC-SFG-0334,INV-RM-RM-0032,3,PCS
INV-STRC-SFG-0334,INV-RM-RM-0022,2,PCS
INV-STRC-SFG-0334,INV-RM-RM-0121,4,PCS
INV-STRC-SFG-0334,INV-RM-RM-0007,1,PCS
INV-STRC-SFG-0334,INV-RM-RM-0050,3,PCS
INV-STRC-SFG-0334,INV-RM-RM-0102,3,PCS
INV-MODL-SFG-1262,INV-RM-RM-0052,1,PCS
INV-MODL-SFG-1262,INV-RM-RM-0047,4,PCS
INV-MODL-SFG-1262,INV-RM-RM-0030,3,PCS
INV-BEAM-SFG-0733,INV-RM-RM-0120,2,PCS
INV-BEAM-SFG-0733,INV-RM-RM-0083,4,PCS
INV-BEAM-SFG-0733,INV-RM-RM-0041,2,PCS
INV-BEAM-SFG-0733,INV-RM-RM-0099,4,PCS
INV-BEAM-SFG-0647,INV-RM-RM-0066,4,PCS
INV-BEAM-SFG-0647,INV-RM-RM-0039,1,PCS
INV-BEAM-SFG-0647,INV-RM-RM-0064,3,PCS
INV-BEAM-SFG-0647,INV-RM-RM-0122,1,PCS
INV-BEAM-SFG-0647,INV-RM-RM-0067,2,PCS
INV-STRC-SFG-0323,INV-RM-RM-0086,1,PCS
INV-STRC-SFG-0323,INV-RM-RM-0078,4,PCS
INV-STRC-SFG-0323,INV-RM-RM-0024,1,PCS
INV-STRC-SFG-0323,INV-RM-RM-0065,3,PCS
INV-STRC-SFG-0323,INV-RM-RM-0027,2,PCS
INV-STRC-SFG-0323,INV-RM-RM-0085,1,PCS
INV-STRC-SFG-0318,INV-RM-RM-0049,4,PCS
INV-STRC-SFG-0318,INV-RM-RM-0088,3,PCS
INV-STRC-SFG-0318,INV-RM-RM-0122,3,PCS
INV-STRC-SFG-0371,INV-RM-RM-0123,4,PCS
INV-STRC-SFG-0371,INV-RM-RM-0121,2,PCS
INV-STRC-SFG-0371,INV-RM-RM-0106,2,PCS
INV-STRC-SFG-0371,INV-RM-RM-0025,1,PCS
INV-PLTE-SFG-0946,INV-RM-RM-0104,1,PCS
INV-PLTE-SFG-0946,INV-RM-RM-0099,4,PCS
INV-PLTE-SFG-0946,INV-RM-RM-0107,2,PCS
INV-MODL-SFG-1377,INV-RM-RM-0125,3,PCS
INV-MODL-SFG-1377,INV-RM-RM-0097,4,PCS
INV-MODL-SFG-1377,INV-RM-RM-0026,2,PCS
INV-MODL-SFG-1339,INV-RM-RM-0037,4,PCS
INV-MODL-SFG-1339,INV-RM-RM-0044,3,PCS
INV-MODL-SFG-1339,INV-RM-RM-0038,3,PCS
INV-MODL-SFG-1339,INV-RM-RM-0063,3,PCS
INV-MODL-SFG-1198,INV-RM-RM-0041,4,PCS
INV-MODL-SFG-1198,INV-RM-RM-0079,2,PCS
INV-MODL-SFG-1198,INV-RM-RM-0027,3,PCS
INV-MODL-SFG-1198,INV-RM-RM-0121,3,PCS
INV-MODL-SFG-1198,INV-RM-RM-0008,4,PCS
INV-PLTE-SFG-0845,INV-RM-RM-0092,1,PCS
INV-PLTE-SFG-0845,INV-RM-RM-0004,2,PCS
INV-PLTE-SFG-0845,INV-RM-RM-0028,2,PCS
INV-PLTE-SFG-0845,INV-RM-RM-0052,2,PCS
INV-MODL-SFG-1194,INV-RM-RM-0052,3,PCS
INV-MODL-SFG-1194,INV-RM-RM-0050,2,PCS
INV-MODL-SFG-1194,INV-RM-RM-0048,3,PCS
INV-PLTE-SFG-0973,INV-RM-RM-0016,1,PCS
INV-PLTE-SFG-0973,INV-RM-RM-0059,4,PCS
INV-PLTE-SFG-0973,INV-RM-RM-0119,1,PCS
INV-BEAM-SFG-0772,INV-RM-RM-0087,2,PCS
INV-BEAM-SFG-0772,INV-RM-RM-0126,1,PCS
INV-BEAM-SFG-0772,INV-RM-RM-0042,1,PCS
INV-MODL-SFG-1521,INV-RM-RM-0105,4,PCS
INV-MODL-SFG-1521,INV-RM-RM-0113,3,PCS
INV-MODL-SFG-1521,INV-RM-RM-0099,4,PCS
INV-MODL-SFG-1521,INV-RM-RM-0088,3,PCS
INV-MODL-SFG-1259,INV-RM-RM-0122,1,PCS
INV-MODL-SFG-1259,INV-RM-RM-0121,3,PCS
INV-MODL-SFG-1259,INV-RM-RM-0049,1,PCS
INV-MODL-SFG-1259,INV-RM-RM-0018,3,PCS
INV-MODL-SFG-1259,INV-RM-RM-0010,2,PCS
INV-MODL-SFG-1227,INV-RM-RM-0079,1,PCS
INV-MODL-SFG-1227,INV-RM-RM-0110,1,PCS
INV-MODL-SFG-1227,INV-RM-RM-0077,3,PCS
INV-PLTE-SFG-0898,INV-RM-RM-0116,2,PCS
INV-PLTE-SFG-0898,INV-RM-RM-0096,4,PCS
INV-PLTE-SFG-0898,INV-RM-RM-0052,3,PCS
INV-PLTE-SFG-0898,INV-RM-RM-0030,4,PCS
INV-BEAM-SFG-0550,INV-RM-RM-0015,1,PCS
INV-BEAM-SFG-0550,INV-RM-RM-0013,3,PCS
INV-BEAM-SFG-0550,INV-RM-RM-0031,4,PCS
INV-MODL-SFG-1188,INV-RM-RM-0121,2,PCS
INV-MODL-SFG-1188,INV-RM-RM-0052,4,PCS
INV-MODL-SFG-1188,INV-RM-RM-0115,4,PCS
INV-MODL-SFG-1188,INV-RM-RM-0091,4,PCS
INV-PLTE-SFG-0824,INV-RM-RM-0053,4,PCS
INV-PLTE-SFG-0824,INV-RM-RM-0117,2,PCS
INV-PLTE-SFG-0824,INV-RM-RM-0116,4,PCS
INV-STRC-SFG-0230,INV-RM-RM-0025,4,PCS
INV-STRC-SFG-0230,INV-RM-RM-0021,1,PCS
INV-STRC-SFG-0230,INV-RM-RM-0001,3,PCS
INV-STRC-SFG-0230,INV-RM-RM-0036,2,PCS
INV-STRC-SFG-0230,INV-RM-RM-0125,1,PCS
INV-MODL-SFG-1363,INV-RM-RM-0105,1,PCS
INV-MODL-SFG-1363,INV-RM-RM-0002,3,PCS
INV-MODL-SFG-1363,INV-RM-RM-0030,4,PCS
INV-MODL-SFG-1363,INV-RM-RM-0007,2,PCS
INV-MODL-SFG-1363,INV-RM-RM-0008,4,PCS
INV-MODL-SFG-1363,INV-RM-RM-0057,1,PCS
INV-STRC-SFG-0130,INV-RM-RM-0049,3,PCS
INV-STRC-SFG-0130,INV-RM-RM-0063,3,PCS
INV-STRC-SFG-0130,INV-RM-RM-0104,4,PCS
INV-STRC-SFG-0130,INV-RM-RM-0110,1,PCS
INV-STRC-SFG-0011,INV-RM-RM-0099,3,PCS
INV-STRC-SFG-0011,INV-RM-RM-0004,3,PCS
INV-STRC-SFG-0011,INV-RM-RM-0083,3,PCS
INV-PLTE-SFG-1000,INV-RM-RM-0049,1,PCS
INV-PLTE-SFG-1000,INV-RM-RM-0080,4,PCS
INV-PLTE-SFG-1000,INV-RM-RM-0054,3,PCS
INV-PLTE-SFG-1000,INV-RM-RM-0028,3,PCS
INV-PLTE-SFG-1000,INV-RM-RM-0002,2,PCS
INV-BEAM-SFG-0712,INV-RM-RM-0046,4,PCS
INV-BEAM-SFG-0712,INV-RM-RM-0016,3,PCS
INV-BEAM-SFG-0712,INV-RM-RM-0126,4,PCS
INV-BEAM-SFG-0712,INV-RM-RM-0113,4,PCS
INV-STRC-SFG-0226,INV-RM-RM-0004,4,PCS
INV-STRC-SFG-0226,INV-RM-RM-0042,2,PCS
INV-STRC-SFG-0226,INV-RM-RM-0058,1,PCS
INV-STRC-SFG-0077,INV-RM-RM-0059,1,PCS
INV-STRC-SFG-0077,INV-RM-RM-0056,4,PCS
INV-STRC-SFG-0077,INV-RM-RM-0052,2,PCS
INV-STRC-SFG-0077,INV-RM-RM-0055,4,PCS
INV-STRC-SFG-0077,INV-RM-RM-0074,2,PCS
INV-STRC-SFG-0047,INV-RM-RM-0011,1,PCS
INV-STRC-SFG-0047,INV-RM-RM-0111,1,PCS
INV-STRC-SFG-0047,INV-RM-RM-0090,1,PCS
INV-STRC-SFG-0047,INV-RM-RM-0064,4,PCS
INV-STRC-SFG-0047,INV-RM-RM-0025,2,PCS
INV-BEAM-SFG-0412,INV-RM-RM-0056,4,PCS
INV-BEAM-SFG-0412,INV-RM-RM-0096,3,PCS
INV-BEAM-SFG-0412,INV-RM-RM-0028,4,PCS
INV-BEAM-SFG-0412,INV-RM-RM-0048,1,PCS
INV-BEAM-SFG-0412,INV-RM-RM-0122,3,PCS
INV-BEAM-SFG-0709,INV-RM-RM-0048,3,PCS
INV-BEAM-SFG-0709,INV-RM-RM-0078,3,PCS
INV-BEAM-SFG-0709,INV-RM-RM-0100,2,PCS
INV-BEAM-SFG-0709,INV-RM-RM-0010,1,PCS
INV-BEAM-SFG-0709,INV-RM-RM-0021,1,PCS
INV-STRC-SFG-0202,INV-RM-RM-0041,1,PCS
INV-STRC-SFG-0202,INV-RM-RM-0077,2,PCS
INV-STRC-SFG-0202,INV-RM-RM-0050,4,PCS
INV-STRC-SFG-0202,INV-RM-RM-0008,4,PCS
INV-STRC-SFG-0202,INV-RM-RM-0038,3,PCS
INV-STRC-SFG-0202,INV-RM-RM-0074,1,PCS
INV-MODL-SFG-1250,INV-RM-RM-0097,1,PCS
INV-MODL-SFG-1250,INV-RM-RM-0029,4,PCS
INV-MODL-SFG-1250,INV-RM-RM-0107,3,PCS
INV-MODL-SFG-1250,INV-RM-RM-0075,2,PCS
INV-PLTE-SFG-1160,INV-RM-RM-0117,1,PCS
INV-PLTE-SFG-1160,INV-RM-RM-0105,3,PCS
INV-PLTE-SFG-1160,INV-RM-RM-0115,3,PCS
INV-PLTE-SFG-1160,INV-RM-RM-0047,4,PCS
INV-PLTE-SFG-1160,INV-RM-RM-0003,4,PCS
INV-PLTE-SFG-1160,INV-RM-RM-0056,2,PCS
INV-STRC-SFG-0244,INV-RM-RM-0013,2,PCS
INV-STRC-SFG-0244,INV-RM-RM-0070,2,PCS
INV-STRC-SFG-0244,INV-RM-RM-0078,4,PCS
INV-STRC-SFG-0244,INV-RM-RM-0107,3,PCS
INV-STRC-SFG-0244,INV-RM-RM-0021,1,PCS
INV-MODL-SFG-1181,INV-RM-RM-0018,4,PCS
INV-MODL-SFG-1181,INV-RM-RM-0078,1,PCS
INV-MODL-SFG-1181,INV-RM-RM-0122,2,PCS
INV-MODL-SFG-1181,INV-RM-RM-0121,3,PCS
INV-MODL-SFG-1181,INV-RM-RM-0079,1,PCS
INV-MODL-SFG-1181,INV-RM-RM-0067,4,PCS
INV-STRC-SFG-0129,INV-RM-RM-0099,4,PCS
INV-STRC-SFG-0129,INV-RM-RM-0086,3,PCS
INV-STRC-SFG-0129,INV-RM-RM-0016,1,PCS
INV-MODL-SFG-1375,INV-RM-RM-0111,1,PCS
INV-MODL-SFG-1375,INV-RM-RM-0030,3,PCS
INV-MODL-SFG-1375,INV-RM-RM-0063,3,PCS
INV-MODL-SFG-1375,INV-RM-RM-0072,3,PCS
INV-MODL-SFG-1375,INV-RM-RM-0018,3,PCS
INV-BEAM-SFG-0430,INV-RM-RM-0068,1,PCS
INV-BEAM-SFG-0430,INV-RM-RM-0084,4,PCS
INV-BEAM-SFG-0430,INV-RM-RM-0115,1,PCS
INV-BEAM-SFG-0430,INV-RM-RM-0096,3,PCS
INV-BEAM-SFG-0430,INV-RM-RM-0014,4,PCS
INV-MODL-SFG-1370,INV-RM-RM-0111,1,PCS
INV-MODL-SFG-1370,INV-RM-RM-0104,3,PCS
INV-MODL-SFG-1370,INV-RM-RM-0062,2,PCS
INV-MODL-SFG-1370,INV-RM-RM-0124,2,PCS
INV-MODL-SFG-1370,INV-RM-RM-0010,2,PCS
INV-MODL-SFG-1370,INV-RM-RM-0044,4,PCS
INV-BEAM-SFG-0477,INV-RM-RM-0079,1,PCS
INV-BEAM-SFG-0477,INV-RM-RM-0049,1,PCS
INV-BEAM-SFG-0477,INV-RM-RM-0022,4,PCS
INV-PLTE-SFG-0992,INV-RM-RM-0043,1,PCS
INV-PLTE-SFG-0992,INV-RM-RM-0053,4,PCS
INV-PLTE-SFG-0992,INV-RM-RM-0065,3,PCS
INV-PLTE-SFG-0992,INV-RM-RM-0099,1,PCS
INV-PLTE-SFG-0992,INV-RM-RM-0066,3,PCS
INV-PLTE-SFG-1090,INV-RM-RM-0036,1,PCS
INV-PLTE-SFG-1090,INV-RM-RM-0083,2,PCS
INV-PLTE-SFG-1090,INV-RM-RM-0074,1,PCS
INV-PLTE-SFG-1090,INV-RM-RM-0070,3,PCS
INV-PLTE-SFG-1090,INV-RM-RM-0102,4,PCS
INV-PLTE-SFG-1090,INV-RM-RM-0073,4,PCS
INV-PLTE-SFG-1136,INV-RM-RM-0041,4,PCS
INV-PLTE-SFG-1136,INV-RM-RM-0118,4,PCS
INV-PLTE-SFG-1136,INV-RM-RM-0023,3,PCS
INV-BEAM-SFG-0611,INV-RM-RM-0035,4,PCS
INV-BEAM-SFG-0611,INV-RM-RM-0013,2,PCS
INV-BEAM-SFG-0611,INV-RM-RM-0089,3,PCS
INV-BEAM-SFG-0671,INV-RM-RM-0013,1,PCS
INV-BEAM-SFG-0671,INV-RM-RM-0091,3,PCS
INV-BEAM-SFG-0671,INV-RM-RM-0105,3,PCS
INV-BEAM-SFG-0642,INV-RM-RM-0100,2,PCS
INV-BEAM-SFG-0642,INV-RM-RM-0075,3,PCS
INV-BEAM-SFG-0642,INV-RM-RM-0096,3,PCS
INV-BEAM-SFG-0642,INV-RM-RM-0036,2,PCS
INV-BEAM-SFG-0642,INV-RM-RM-0050,2,PCS
INV-BEAM-SFG-0451,INV-RM-RM-0028,2,PCS
INV-BEAM-SFG-0451,INV-RM-RM-0061,2,PCS
INV-BEAM-SFG-0451,INV-RM-RM-0006,3,PCS
INV-MODL-SFG-1193,INV-RM-RM-0077,1,PCS
INV-MODL-SFG-1193,INV-RM-RM-0089,3,PCS
INV-MODL-SFG-1193,INV-RM-RM-0104,1,PCS
INV-MODL-SFG-1193,INV-RM-RM-0012,3,PCS
INV-BEAM-SFG-0745,INV-RM-RM-0059,2,PCS
INV-BEAM-SFG-0745,INV-RM-RM-0014,4,PCS
INV-BEAM-SFG-0745,INV-RM-RM-0047,2,PCS
INV-BEAM-SFG-0745,INV-RM-RM-0117,3,PCS
INV-BEAM-SFG-0745,INV-RM-RM-0103,4,PCS
INV-BEAM-SFG-0745,INV-RM-RM-0018,3,PCS
INV-PLTE-SFG-0957,INV-RM-RM-0078,3,PCS
INV-PLTE-SFG-0957,INV-RM-RM-0123,1,PCS
INV-PLTE-SFG-0957,INV-RM-RM-0032,1,PCS
INV-PLTE-SFG-0957,INV-RM-RM-0072,2,PCS
INV-PLTE-SFG-0957,INV-RM-RM-0113,3,PCS
INV-MODL-SFG-1386,INV-RM-RM-0039,2,PCS
INV-MODL-SFG-1386,INV-RM-RM-0043,3,PCS
INV-MODL-SFG-1386,INV-RM-RM-0018,3,PCS
INV-MODL-SFG-1386,INV-RM-RM-0095,1,PCS
INV-MODL-SFG-1386,INV-RM-RM-0119,3,PCS
INV-MODL-SFG-1224,INV-RM-RM-0040,4,PCS
INV-MODL-SFG-1224,INV-RM-RM-0092,1,PCS
INV-MODL-SFG-1224,INV-RM-RM-0071,3,PCS
INV-MODL-SFG-1224,INV-RM-RM-0029,2,PCS
INV-MODL-SFG-1224,INV-RM-RM-0056,1,PCS
INV-STRC-SFG-0094,INV-RM-RM-0100,4,PCS
INV-STRC-SFG-0094,INV-RM-RM-0119,1,PCS
INV-STRC-SFG-0094,INV-RM-RM-0123,2,PCS
INV-STRC-SFG-0133,INV-RM-RM-0084,3,PCS
INV-STRC-SFG-0133,INV-RM-RM-0029,1,PCS
INV-STRC-SFG-0133,INV-RM-RM-0076,4,PCS
INV-STRC-SFG-0133,INV-RM-RM-0073,1,PCS
INV-STRC-SFG-0133,INV-RM-RM-0001,3,PCS
INV-STRC-SFG-0133,INV-RM-RM-0092,4,PCS
INV-MODL-SFG-1374,INV-RM-RM-0094,4,PCS
INV-MODL-SFG-1374,INV-RM-RM-0110,2,PCS
INV-MODL-SFG-1374,INV-RM-RM-0023,3,PCS
INV-MODL-SFG-1374,INV-RM-RM-0018,2,PCS
INV-MODL-SFG-1374,INV-RM-RM-0085,3,PCS
INV-MODL-SFG-1374,INV-RM-RM-0030,2,PCS
INV-MODL-SFG-1237,INV-RM-RM-0121,3,PCS
INV-MODL-SFG-1237,INV-RM-RM-0098,3,PCS
INV-MODL-SFG-1237,INV-RM-RM-0049,2,PCS
INV-MODL-SFG-1237,INV-RM-RM-0060,2,PCS
INV-PLTE-SFG-0972,INV-RM-RM-0094,3,PCS
INV-PLTE-SFG-0972,INV-RM-RM-0013,3,PCS
INV-PLTE-SFG-0972,INV-RM-RM-0069,2,PCS
INV-PLTE-SFG-0835,INV-RM-RM-0083,3,PCS
INV-PLTE-SFG-0835,INV-RM-RM-0098,1,PCS
INV-PLTE-SFG-0835,INV-RM-RM-0092,4,PCS
INV-PLTE-SFG-0835,INV-RM-RM-0110,3,PCS
INV-PLTE-SFG-0835,INV-RM-RM-0078,1,PCS
INV-BEAM-SFG-0448,INV-RM-RM-0064,3,PCS
INV-BEAM-SFG-0448,INV-RM-RM-0088,1,PCS
INV-BEAM-SFG-0448,INV-RM-RM-0090,3,PCS
INV-BEAM-SFG-0448,INV-RM-RM-0109,2,PCS
INV-BEAM-SFG-0448,INV-RM-RM-0108,3,PCS
INV-STRC-SFG-0279,INV-RM-RM-0080,4,PCS
INV-STRC-SFG-0279,INV-RM-RM-0009,4,PCS
INV-STRC-SFG-0279,INV-RM-RM-0103,2,PCS
INV-MODL-SFG-1305,INV-RM-RM-0089,4,PCS
INV-MODL-SFG-1305,INV-RM-RM-0080,2,PCS
INV-MODL-SFG-1305,INV-RM-RM-0046,4,PCS
INV-MODL-SFG-1305,INV-RM-RM-0036,2,PCS
INV-MODL-SFG-1305,INV-RM-RM-0003,3,PCS
INV-STRC-SFG-0043,INV-RM-RM-0120,2,PCS
INV-STRC-SFG-0043,INV-RM-RM-0095,2,PCS
INV-STRC-SFG-0043,INV-RM-RM-0089,4,PCS
INV-STRC-SFG-0043,INV-RM-RM-0036,4,PCS
INV-STRC-SFG-0043,INV-RM-RM-0020,4,PCS
INV-STRC-SFG-0043,INV-RM-RM-0076,4,PCS
INV-STRC-SFG-0221,INV-RM-RM-0056,3,PCS
INV-STRC-SFG-0221,INV-RM-RM-0119,4,PCS
INV-STRC-SFG-0221,INV-RM-RM-0052,3,PCS
INV-STRC-SFG-0221,INV-RM-RM-0019,3,PCS
INV-STRC-SFG-0221,INV-RM-RM-0082,1,PCS
INV-STRC-SFG-0221,INV-RM-RM-0081,4,PCS
INV-STRC-SFG-0288,INV-RM-RM-0057,2,PCS
INV-STRC-SFG-0288,INV-RM-RM-0104,2,PCS
INV-STRC-SFG-0288,INV-RM-RM-0035,1,PCS
INV-STRC-SFG-0120,INV-RM-RM-0099,3,PCS
INV-STRC-SFG-0120,INV-RM-RM-0088,3,PCS
INV-STRC-SFG-0120,INV-RM-RM-0123,4,PCS
INV-STRC-SFG-0120,INV-RM-RM-0109,4,PCS
INV-STRC-SFG-0120,INV-RM-RM-0098,4,PCS
INV-STRC-SFG-0120,INV-RM-RM-0004,3,PCS
INV-MODL-SFG-1443,INV-RM-RM-0063,1,PCS
INV-MODL-SFG-1443,INV-RM-RM-0004,2,PCS
INV-MODL-SFG-1443,INV-RM-RM-0108,4,PCS
INV-MODL-SFG-1443,INV-RM-RM-0109,3,PCS
INV-MODL-SFG-1443,INV-RM-RM-0040,4,PCS
INV-MODL-SFG-1443,INV-RM-RM-0002,1,PCS
INV-BEAM-SFG-0438,INV-RM-RM-0015,4,PCS
INV-BEAM-SFG-0438,INV-RM-RM-0033,2,PCS
INV-BEAM-SFG-0438,INV-RM-RM-0106,2,PCS
INV-BEAM-SFG-0438,INV-RM-RM-0035,4,PCS
INV-BEAM-SFG-0438,INV-RM-RM-0011,1,PCS
INV-MODL-SFG-1490,INV-RM-RM-0036,2,PCS
INV-MODL-SFG-1490,INV-RM-RM-0023,1,PCS
INV-MODL-SFG-1490,INV-RM-RM-0113,4,PCS
