Item ID,Item Description,Unit of Measure,Group,Item Type,Model
INV-BEAM-FG-0111,Structural Bracket 111,PCS,Beams,FG,MDL-BEAM-05
INV-BEAM-SFG-0497,Intermediate Frame 497,PCS,Beams,SFG,MDL-BEAM-05
INV-BEAM-SFG-0498,Processed Component 498,PCS,Beams,SFG,MDL-BEAM-05
INV-BEAM-SFG-0499,Processed Component 499,PCS,Beams,SFG,MDL-BEAM-05
INV-BEAM-FG-0112,Structural Bracket 112,PCS,Beams,FG,MDL-BEAM-10
INV-BEAM-SFG-0500,Fabricated Section 500,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0501,Fabricated Section 501,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0502,Intermediate Frame 502,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-FG-0113,Structural Bracket 113,PCS,Beams,FG,MDL-BEAM-09
INV-BEAM-SFG-0503,Processed Component 503,PCS,Beams,SFG,MDL-BEAM-09
INV-BEAM-SFG-0504,Fabricated Section 504,PCS,Beams,SFG,MDL-BEAM-09
INV-BEAM-SFG-0505,Partially Welded Plate 505,PCS,Beams,SFG,MDL-BEAM-09
INV-BEAM-SFG-0506,Intermediate Frame 506,PCS,Beams,SFG,MDL-BEAM-09
INV-BEAM-SFG-0507,Intermediate Frame 507,PCS,Beams,SFG,MDL-BEAM-09
INV-BEAM-FG-0114,Metal Beam 114,PCS,Beams,FG,MDL-BEAM-09
INV-BEAM-SFG-0508,Fabricated Section 508,PCS,Beams,SFG,MDL-BEAM-09
INV-BEAM-SFG-0509,Intermediate Frame 509,PCS,Beams,SFG,MDL-BEAM-09
INV-BEAM-SFG-0510,Processed Component 510,PCS,Beams,SFG,MDL-BEAM-09
INV-BEAM-SFG-0511,Processed Component 511,PCS,Beams,SFG,MDL-BEAM-09
INV-BEAM-SFG-0512,Processed Component 512,PCS,Beams,SFG,MDL-BEAM-09
INV-BEAM-SFG-0513,Fabricated Section 513,PCS,Beams,SFG,MDL-BEAM-09
INV-BEAM-FG-0115,Construction Module 115,PCS,Beams,FG,MDL-BEAM-06
INV-BEAM-SFG-0514,Partially Welded Plate 514,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0515,Partially Welded Plate 515,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0516,Partially Welded Plate 516,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-FG-0116,Metal Beam 116,PCS,Beams,FG,MDL-BEAM-10
INV-BEAM-SFG-0517,Fabricated Section 517,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0518,Intermediate Frame 518,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0519,Partially Welded Plate 519,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0520,Processed Component 520,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0521,Partially Welded Plate 521,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0522,Processed Component 522,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-FG-0117,Steel Plate 117,PCS,Beams,FG,MDL-BEAM-01
INV-BEAM-SFG-0523,Fabricated Section 523,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0524,Intermediate Frame 524,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0525,Partially Welded Plate 525,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0526,Fabricated Section 526,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-FG-0118,Steel Plate 118,PCS,Beams,FG,MDL-BEAM-02
INV-BEAM-SFG-0527,Partially Welded Plate 527,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0528,Intermediate Frame 528,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0529,Partially Welded Plate 529,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0530,Fabricated Section 530,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0531,Fabricated Section 531,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0532,Fabricated Section 532,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-FG-0119,Steel Plate 119,PCS,Beams,FG,MDL-BEAM-07
INV-BEAM-SFG-0533,Partially Welded Plate 533,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0534,Fabricated Section 534,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0535,Processed Component 535,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0536,Fabricated Section 536,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-FG-0120,Construction Module 120,PCS,Beams,FG,MDL-BEAM-02
INV-BEAM-SFG-0537,Fabricated Section 537,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0538,Intermediate Frame 538,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0539,Partially Welded Plate 539,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0540,Partially Welded Plate 540,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0541,Fabricated Section 541,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0542,Intermediate Frame 542,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-FG-0121,Metal Beam 121,PCS,Beams,FG,MDL-BEAM-12
INV-BEAM-SFG-0543,Processed Component 543,PCS,Beams,SFG,MDL-BEAM-12
INV-BEAM-SFG-0544,Fabricated Section 544,PCS,Beams,SFG,MDL-BEAM-12
INV-BEAM-SFG-0545,Fabricated Section 545,PCS,Beams,SFG,MDL-BEAM-12
INV-BEAM-SFG-0546,Processed Component 546,PCS,Beams,SFG,MDL-BEAM-12
INV-BEAM-SFG-0547,Partially Welded Plate 547,PCS,Beams,SFG,MDL-BEAM-12
INV-BEAM-FG-0122,Steel Frame 122,PCS,Beams,FG,MDL-BEAM-12
INV-BEAM-SFG-0548,Processed Component 548,PCS,Beams,SFG,MDL-BEAM-12
INV-BEAM-SFG-0549,Processed Component 549,PCS,Beams,SFG,MDL-BEAM-12
INV-BEAM-SFG-0550,Fabricated Section 550,PCS,Beams,SFG,MDL-BEAM-12
INV-BEAM-SFG-0551,Partially Welded Plate 551,PCS,Beams,SFG,MDL-BEAM-12
INV-BEAM-FG-0123,Construction Module 123,PCS,Beams,FG,MDL-BEAM-04
INV-BEAM-SFG-0552,Fabricated Section 552,PCS,Beams,SFG,MDL-BEAM-04
INV-BEAM-SFG-0553,Fabricated Section 553,PCS,Beams,SFG,MDL-BEAM-04
INV-BEAM-SFG-0554,Processed Component 554,PCS,Beams,SFG,MDL-BEAM-04
INV-BEAM-SFG-0555,Intermediate Frame 555,PCS,Beams,SFG,MDL-BEAM-04
INV-BEAM-SFG-0556,Partially Welded Plate 556,PCS,Beams,SFG,MDL-BEAM-04
INV-BEAM-FG-0124,Construction Module 124,PCS,Beams,FG,MDL-BEAM-11
INV-BEAM-SFG-0557,Processed Component 557,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-SFG-0558,Processed Component 558,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-SFG-0559,Fabricated Section 559,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-SFG-0560,Intermediate Frame 560,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-SFG-0561,Fabricated Section 561,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-FG-0125,Structural Bracket 125,PCS,Beams,FG,MDL-BEAM-05
INV-BEAM-SFG-0562,Processed Component 562,PCS,Beams,SFG,MDL-BEAM-05
INV-BEAM-SFG-0563,Fabricated Section 563,PCS,Beams,SFG,MDL-BEAM-05
INV-BEAM-SFG-0564,Intermediate Frame 564,PCS,Beams,SFG,MDL-BEAM-05
INV-BEAM-SFG-0565,Fabricated Section 565,PCS,Beams,SFG,MDL-BEAM-05
INV-BEAM-SFG-0566,Partially Welded Plate 566,PCS,Beams,SFG,MDL-BEAM-05
INV-BEAM-FG-0126,Structural Bracket 126,PCS,Beams,FG,MDL-BEAM-03
INV-BEAM-SFG-0567,Fabricated Section 567,PCS,Beams,SFG,MDL-BEAM-03
INV-BEAM-SFG-0568,Processed Component 568,PCS,Beams,SFG,MDL-BEAM-03
INV-BEAM-SFG-0569,Processed Component 569,PCS,Beams,SFG,MDL-BEAM-03
INV-BEAM-SFG-0570,Intermediate Frame 570,PCS,Beams,SFG,MDL-BEAM-03
INV-BEAM-SFG-0571,Intermediate Frame 571,PCS,Beams,SFG,MDL-BEAM-03
INV-BEAM-FG-0127,Structural Bracket 127,PCS,Beams,FG,MDL-BEAM-10
INV-BEAM-SFG-0572,Processed Component 572,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0573,Processed Component 573,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0574,Processed Component 574,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-FG-0128,Steel Plate 128,PCS,Beams,FG,MDL-BEAM-02
INV-BEAM-SFG-0575,Intermediate Frame 575,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0576,Partially Welded Plate 576,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0577,Processed Component 577,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-FG-0129,Steel Plate 129,PCS,Beams,FG,MDL-BEAM-11
INV-BEAM-SFG-0578,Processed Component 578,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-SFG-0579,Intermediate Frame 579,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-SFG-0580,Partially Welded Plate 580,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-SFG-0581,Intermediate Frame 581,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-SFG-0582,Intermediate Frame 582,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-FG-0130,Steel Plate 130,PCS,Beams,FG,MDL-BEAM-02
INV-BEAM-SFG-0583,Partially Welded Plate 583,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0584,Processed Component 584,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0585,Intermediate Frame 585,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-FG-0131,Steel Frame 131,PCS,Beams,FG,MDL-BEAM-07
INV-BEAM-SFG-0586,Fabricated Section 586,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0587,Intermediate Frame 587,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0588,Fabricated Section 588,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0589,Fabricated Section 589,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-FG-0132,Construction Module 132,PCS,Beams,FG,MDL-BEAM-04
INV-BEAM-SFG-0590,Partially Welded Plate 590,PCS,Beams,SFG,MDL-BEAM-04
INV-BEAM-SFG-0591,Partially Welded Plate 591,PCS,Beams,SFG,MDL-BEAM-04
INV-BEAM-SFG-0592,Fabricated Section 592,PCS,Beams,SFG,MDL-BEAM-04
INV-BEAM-FG-0133,Steel Frame 133,PCS,Beams,FG,MDL-BEAM-08
INV-BEAM-SFG-0593,Fabricated Section 593,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-SFG-0594,Partially Welded Plate 594,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-SFG-0595,Intermediate Frame 595,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-SFG-0596,Processed Component 596,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-SFG-0597,Intermediate Frame 597,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-FG-0134,Metal Beam 134,PCS,Beams,FG,MDL-BEAM-07
INV-BEAM-SFG-0598,Fabricated Section 598,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0599,Processed Component 599,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0600,Fabricated Section 600,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0601,Fabricated Section 601,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-FG-0135,Steel Frame 135,PCS,Beams,FG,MDL-BEAM-12
INV-BEAM-SFG-0602,Processed Component 602,PCS,Beams,SFG,MDL-BEAM-12
INV-BEAM-SFG-0603,Partially Welded Plate 603,PCS,Beams,SFG,MDL-BEAM-12
INV-BEAM-SFG-0604,Fabricated Section 604,PCS,Beams,SFG,MDL-BEAM-12
INV-BEAM-FG-0136,Structural Bracket 136,PCS,Beams,FG,MDL-BEAM-05
INV-BEAM-SFG-0605,Processed Component 605,PCS,Beams,SFG,MDL-BEAM-05
INV-BEAM-SFG-0606,Processed Component 606,PCS,Beams,SFG,MDL-BEAM-05
INV-BEAM-SFG-0607,Partially Welded Plate 607,PCS,Beams,SFG,MDL-BEAM-05
INV-BEAM-SFG-0608,Partially Welded Plate 608,PCS,Beams,SFG,MDL-BEAM-05
INV-BEAM-SFG-0609,Partially Welded Plate 609,PCS,Beams,SFG,MDL-BEAM-05
INV-BEAM-FG-0137,Steel Plate 137,PCS,Beams,FG,MDL-BEAM-12
INV-BEAM-SFG-0610,Processed Component 610,PCS,Beams,SFG,MDL-BEAM-12
INV-BEAM-SFG-0611,Processed Component 611,PCS,Beams,SFG,MDL-BEAM-12
INV-BEAM-SFG-0612,Fabricated Section 612,PCS,Beams,SFG,MDL-BEAM-12
INV-BEAM-SFG-0613,Intermediate Frame 613,PCS,Beams,SFG,MDL-BEAM-12
INV-BEAM-FG-0138,Metal Beam 138,PCS,Beams,FG,MDL-BEAM-10
INV-BEAM-SFG-0614,Intermediate Frame 614,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0615,Processed Component 615,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0616,Fabricated Section 616,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0617,Fabricated Section 617,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0618,Intermediate Frame 618,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-FG-0139,Steel Frame 139,PCS,Beams,FG,MDL-BEAM-02
INV-BEAM-SFG-0619,Fabricated Section 619,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0620,Intermediate Frame 620,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0621,Partially Welded Plate 621,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-FG-0140,Structural Bracket 140,PCS,Beams,FG,MDL-BEAM-08
INV-BEAM-SFG-0622,Intermediate Frame 622,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-SFG-0623,Partially Welded Plate 623,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-SFG-0624,Fabricated Section 624,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-SFG-0625,Partially Welded Plate 625,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-SFG-0626,Partially Welded Plate 626,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-FG-0141,Steel Plate 141,PCS,Beams,FG,MDL-BEAM-01
INV-BEAM-SFG-0627,Processed Component 627,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0628,Intermediate Frame 628,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0629,Intermediate Frame 629,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-FG-0142,Structural Bracket 142,PCS,Beams,FG,MDL-BEAM-07
INV-BEAM-SFG-0630,Intermediate Frame 630,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0631,Fabricated Section 631,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0632,Processed Component 632,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0633,Partially Welded Plate 633,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0634,Intermediate Frame 634,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0635,Partially Welded Plate 635,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-FG-0143,Construction Module 143,PCS,Beams,FG,MDL-BEAM-11
INV-BEAM-SFG-0636,Fabricated Section 636,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-SFG-0637,Partially Welded Plate 637,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-SFG-0638,Partially Welded Plate 638,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-SFG-0639,Fabricated Section 639,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-SFG-0640,Processed Component 640,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-FG-0144,Steel Plate 144,PCS,Beams,FG,MDL-BEAM-04
INV-BEAM-SFG-0641,Intermediate Frame 641,PCS,Beams,SFG,MDL-BEAM-04
INV-BEAM-SFG-0642,Fabricated Section 642,PCS,Beams,SFG,MDL-BEAM-04
INV-BEAM-SFG-0643,Intermediate Frame 643,PCS,Beams,SFG,MDL-BEAM-04
INV-BEAM-SFG-0644,Processed Component 644,PCS,Beams,SFG,MDL-BEAM-04
INV-BEAM-FG-0145,Metal Beam 145,PCS,Beams,FG,MDL-BEAM-07
INV-BEAM-SFG-0645,Intermediate Frame 645,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0646,Partially Welded Plate 646,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0647,Processed Component 647,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-FG-0146,Structural Bracket 146,PCS,Beams,FG,MDL-BEAM-05
INV-BEAM-SFG-0648,Intermediate Frame 648,PCS,Beams,SFG,MDL-BEAM-05
INV-BEAM-SFG-0649,Partially Welded Plate 649,PCS,Beams,SFG,MDL-BEAM-05
INV-BEAM-SFG-0650,Fabricated Section 650,PCS,Beams,SFG,MDL-BEAM-05
INV-BEAM-SFG-0651,Processed Component 651,PCS,Beams,SFG,MDL-BEAM-05
INV-BEAM-SFG-0652,Partially Welded Plate 652,PCS,Beams,SFG,MDL-BEAM-05
INV-BEAM-SFG-0653,Fabricated Section 653,PCS,Beams,SFG,MDL-BEAM-05
INV-BEAM-FG-0147,Steel Plate 147,PCS,Beams,FG,MDL-BEAM-08
INV-BEAM-SFG-0654,Intermediate Frame 654,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-SFG-0655,Fabricated Section 655,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-SFG-0656,Partially Welded Plate 656,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-FG-0148,Construction Module 148,PCS,Beams,FG,MDL-BEAM-02
INV-BEAM-SFG-0657,Partially Welded Plate 657,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0658,Partially Welded Plate 658,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0659,Processed Component 659,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0660,Partially Welded Plate 660,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-FG-0149,Structural Bracket 149,PCS,Beams,FG,MDL-BEAM-02
INV-BEAM-SFG-0661,Partially Welded Plate 661,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0662,Partially Welded Plate 662,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0663,Processed Component 663,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0664,Partially Welded Plate 664,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0665,Intermediate Frame 665,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-FG-0150,Construction Module 150,PCS,Beams,FG,MDL-BEAM-06
INV-BEAM-SFG-0666,Processed Component 666,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0667,Intermediate Frame 667,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0668,Intermediate Frame 668,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0669,Partially Welded Plate 669,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0670,Fabricated Section 670,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-FG-0151,Steel Plate 151,PCS,Beams,FG,MDL-BEAM-04
INV-BEAM-SFG-0671,Processed Component 671,PCS,Beams,SFG,MDL-BEAM-04
INV-BEAM-SFG-0672,Fabricated Section 672,PCS,Beams,SFG,MDL-BEAM-04
INV-BEAM-SFG-0673,Intermediate Frame 673,PCS,Beams,SFG,MDL-BEAM-04
INV-BEAM-SFG-0674,Partially Welded Plate 674,PCS,Beams,SFG,MDL-BEAM-04
INV-BEAM-FG-0152,Steel Plate 152,PCS,Beams,FG,MDL-BEAM-02
INV-BEAM-SFG-0675,Processed Component 675,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0676,Intermediate Frame 676,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0677,Partially Welded Plate 677,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0678,Processed Component 678,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0679,Processed Component 679,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-FG-0153,Metal Beam 153,PCS,Beams,FG,MDL-BEAM-10
INV-BEAM-SFG-0680,Processed Component 680,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0681,Processed Component 681,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0682,Fabricated Section 682,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0683,Fabricated Section 683,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-FG-0154,Construction Module 154,PCS,Beams,FG,MDL-BEAM-02
INV-BEAM-SFG-0684,Processed Component 684,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0685,Fabricated Section 685,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0686,Intermediate Frame 686,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0687,Processed Component 687,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-FG-0155,Metal Beam 155,PCS,Beams,FG,MDL-BEAM-09
INV-BEAM-SFG-0688,Processed Component 688,PCS,Beams,SFG,MDL-BEAM-09
INV-BEAM-SFG-0689,Processed Component 689,PCS,Beams,SFG,MDL-BEAM-09
INV-BEAM-SFG-0690,Fabricated Section 690,PCS,Beams,SFG,MDL-BEAM-09
INV-BEAM-SFG-0691,Intermediate Frame 691,PCS,Beams,SFG,MDL-BEAM-09
INV-BEAM-FG-0156,Construction Module 156,PCS,Beams,FG,MDL-BEAM-09
INV-BEAM-SFG-0692,Fabricated Section 692,PCS,Beams,SFG,MDL-BEAM-09
INV-BEAM-SFG-0693,Processed Component 693,PCS,Beams,SFG,MDL-BEAM-09
INV-BEAM-SFG-0694,Intermediate Frame 694,PCS,Beams,SFG,MDL-BEAM-09
INV-BEAM-SFG-0695,Intermediate Frame 695,PCS,Beams,SFG,MDL-BEAM-09
INV-BEAM-SFG-0696,Intermediate Frame 696,PCS,Beams,SFG,MDL-BEAM-09
INV-BEAM-SFG-0697,Fabricated Section 697,PCS,Beams,SFG,MDL-BEAM-09
INV-BEAM-FG-0157,Steel Frame 157,PCS,Beams,FG,MDL-BEAM-10
INV-BEAM-SFG-0698,Fabricated Section 698,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0699,Fabricated Section 699,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0700,Partially Welded Plate 700,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0701,Fabricated Section 701,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-FG-0158,Structural Bracket 158,PCS,Beams,FG,MDL-BEAM-05
INV-BEAM-SFG-0702,Intermediate Frame 702,PCS,Beams,SFG,MDL-BEAM-05
INV-BEAM-SFG-0703,Intermediate Frame 703,PCS,Beams,SFG,MDL-BEAM-05
INV-BEAM-SFG-0704,Intermediate Frame 704,PCS,Beams,SFG,MDL-BEAM-05
INV-BEAM-SFG-0705,Processed Component 705,PCS,Beams,SFG,MDL-BEAM-05
INV-BEAM-FG-0159,Steel Frame 159,PCS,Beams,FG,MDL-BEAM-01
INV-BEAM-SFG-0706,Processed Component 706,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0707,Fabricated Section 707,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0708,Fabricated Section 708,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0709,Processed Component 709,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-FG-0160,Metal Beam 160,PCS,Beams,FG,MDL-BEAM-07
INV-BEAM-SFG-0710,Intermediate Frame 710,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0711,Fabricated Section 711,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0712,Partially Welded Plate 712,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0713,Intermediate Frame 713,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0714,Partially Welded Plate 714,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-FG-0161,Steel Frame 161,PCS,Beams,FG,MDL-BEAM-01
INV-BEAM-SFG-0715,Fabricated Section 715,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0716,Intermediate Frame 716,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0717,Fabricated Section 717,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0718,Fabricated Section 718,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0719,Fabricated Section 719,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0720,Intermediate Frame 720,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-FG-0162,Steel Frame 162,PCS,Beams,FG,MDL-BEAM-10
INV-BEAM-SFG-0721,Processed Component 721,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0722,Processed Component 722,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0723,Fabricated Section 723,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0724,Processed Component 724,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0725,Partially Welded Plate 725,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-FG-0163,Steel Frame 163,PCS,Beams,FG,MDL-BEAM-06
INV-BEAM-SFG-0726,Partially Welded Plate 726,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0727,Fabricated Section 727,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0728,Fabricated Section 728,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0729,Processed Component 729,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0730,Processed Component 730,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0731,Intermediate Frame 731,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-FG-0164,Construction Module 164,PCS,Beams,FG,MDL-BEAM-08
INV-BEAM-SFG-0732,Intermediate Frame 732,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-SFG-0733,Intermediate Frame 733,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-SFG-0734,Fabricated Section 734,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-SFG-0735,Intermediate Frame 735,PCS,Beams,SFG,MDL-BEAM-08
