Item ID,Operation Number,Operation Name,Workcenter ID,Setup Time (min),Run Time (min),Next Operation,Previous Operation
INV-PLTE-SFG-0912,3,Assembly 2,WC-014,22,204,4.0,2.0
INV-PLTE-SFG-0912,4,Welding 2,WC-006,20,358,,3.0
INV-PLTE-SFG-0913,1,Assembly 1,WC-015,27,348,2.0,
INV-PLTE-SFG-0913,2,Welding 1,WC-006,11,148,,1.0
INV-PLTE-SFG-0914,1,Assembly 1,WC-016,30,219,2.0,
INV-PLTE-SFG-0914,2,Welding 1,WC-001,25,189,,1.0
INV-PLTE-FG-0204,1,Assembly 1,WC-015,12,177,2.0,
INV-PLTE-FG-0204,2,Welding 1,WC-003,19,345,3.0,1.0
INV-PLTE-FG-0204,3,Assembly 2,WC-016,12,160,4.0,2.0
INV-PLTE-FG-0204,4,Welding 2,WC-005,14,262,5.0,3.0
INV-PLTE-FG-0204,5,Assembly 3,WC-013,24,311,6.0,4.0
INV-PLTE-FG-0204,6,Welding 3,WC-003,10,227,7.0,5.0
INV-PLTE-FG-0204,7,Assembly 4,WC-013,15,263,8.0,6.0
INV-PLTE-FG-0204,8,Welding 4,WC-004,25,328,9.0,7.0
INV-PLTE-FG-0204,9,Painting 1,WC-017,17,183,10.0,8.0
INV-PLTE-FG-0204,10,Packaging 1,WC-029,0,25,,9.0
INV-PLTE-SFG-0915,1,Assembly 1,WC-013,26,134,2.0,
INV-PLTE-SFG-0915,2,Welding 1,WC-005,15,157,3.0,1.0
INV-PLTE-SFG-0915,3,Assembly 2,WC-016,30,124,4.0,2.0
INV-PLTE-SFG-0915,4,Welding 2,WC-002,16,225,5.0,3.0
INV-PLTE-SFG-0915,5,Machining 1,WC-011,69,106,,4.0
INV-PLTE-SFG-0916,1,Assembly 1,WC-016,21,341,2.0,
INV-PLTE-SFG-0916,2,Welding 1,WC-003,25,202,3.0,1.0
INV-PLTE-SFG-0916,3,Assembly 2,WC-016,21,282,4.0,2.0
INV-PLTE-SFG-0916,4,Welding 2,WC-004,26,318,,3.0
INV-PLTE-SFG-0917,1,Assembly 1,WC-015,11,184,2.0,
INV-PLTE-SFG-0917,2,Welding 1,WC-001,25,281,3.0,1.0
INV-PLTE-SFG-0917,3,Machining 1,WC-007,39,98,,2.0
INV-PLTE-SFG-0918,1,Assembly 1,WC-016,26,138,2.0,
INV-PLTE-SFG-0918,2,Welding 1,WC-005,19,143,,1.0
INV-PLTE-SFG-0919,1,Assembly 1,WC-016,30,240,2.0,
INV-PLTE-SFG-0919,2,Welding 1,WC-002,20,146,3.0,1.0
INV-PLTE-SFG-0919,3,Assembly 2,WC-013,19,239,4.0,2.0
INV-PLTE-SFG-0919,4,Welding 2,WC-006,20,251,,3.0
INV-PLTE-FG-0205,1,Assembly 1,WC-016,16,153,2.0,
INV-PLTE-FG-0205,2,Welding 1,WC-003,10,197,3.0,1.0
INV-PLTE-FG-0205,3,Assembly 2,WC-013,10,251,4.0,2.0
INV-PLTE-FG-0205,4,Welding 2,WC-001,17,215,5.0,3.0
INV-PLTE-FG-0205,5,Assembly 3,WC-014,29,327,6.0,4.0
INV-PLTE-FG-0205,6,Welding 3,WC-005,21,192,7.0,5.0
INV-PLTE-FG-0205,7,Assembly 4,WC-016,15,268,8.0,6.0
INV-PLTE-FG-0205,8,Welding 4,WC-005,28,129,9.0,7.0
INV-PLTE-FG-0205,9,Machining 1,WC-008,28,162,10.0,8.0
INV-PLTE-FG-0205,10,Painting 1,WC-018,29,183,11.0,9.0
INV-PLTE-FG-0205,11,Packaging 1,WC-021,0,25,,10.0
INV-PLTE-SFG-0920,1,Assembly 1,WC-016,21,132,2.0,
INV-PLTE-SFG-0920,2,Welding 1,WC-002,27,201,3.0,1.0
INV-PLTE-SFG-0920,3,Assembly 2,WC-014,13,168,4.0,2.0
INV-PLTE-SFG-0920,4,Welding 2,WC-003,26,193,5.0,3.0
INV-PLTE-SFG-0920,5,Machining 1,WC-012,53,65,,4.0
INV-PLTE-SFG-0921,1,Assembly 1,WC-015,22,245,2.0,
INV-PLTE-SFG-0921,2,Welding 1,WC-001,29,216,3.0,1.0
INV-PLTE-SFG-0921,3,Machining 1,WC-010,59,100,,2.0
INV-PLTE-SFG-0922,1,Assembly 1,WC-015,14,333,2.0,
INV-PLTE-SFG-0922,2,Welding 1,WC-003,12,252,,1.0
INV-PLTE-SFG-0923,1,Assembly 1,WC-013,15,326,2.0,
INV-PLTE-SFG-0923,2,Welding 1,WC-003,20,124,3.0,1.0
INV-PLTE-SFG-0923,3,Assembly 2,WC-015,19,206,4.0,2.0
INV-PLTE-SFG-0923,4,Welding 2,WC-005,17,214,5.0,3.0
INV-PLTE-SFG-0923,5,Machining 1,WC-010,72,84,,4.0
INV-PLTE-SFG-0924,1,Assembly 1,WC-013,18,312,2.0,
INV-PLTE-SFG-0924,2,Welding 1,WC-004,22,341,,1.0
INV-PLTE-SFG-0925,1,Assembly 1,WC-016,24,129,2.0,
INV-PLTE-SFG-0925,2,Welding 1,WC-004,23,124,3.0,1.0
INV-PLTE-SFG-0925,3,Machining 1,WC-012,61,120,,2.0
INV-PLTE-FG-0206,1,Assembly 1,WC-013,22,285,2.0,
INV-PLTE-FG-0206,2,Welding 1,WC-006,21,125,3.0,1.0
INV-PLTE-FG-0206,3,Assembly 2,WC-013,22,191,4.0,2.0
INV-PLTE-FG-0206,4,Welding 2,WC-002,28,243,5.0,3.0
INV-PLTE-FG-0206,5,Assembly 3,WC-014,11,289,6.0,4.0
INV-PLTE-FG-0206,6,Welding 3,WC-005,14,312,7.0,5.0
INV-PLTE-FG-0206,7,Assembly 4,WC-013,25,139,8.0,6.0
INV-PLTE-FG-0206,8,Welding 4,WC-005,13,210,9.0,7.0
INV-PLTE-FG-0206,9,Painting 1,WC-019,23,194,10.0,8.0
INV-PLTE-FG-0206,10,Packaging 1,WC-029,0,25,,9.0
INV-PLTE-SFG-0926,1,Assembly 1,WC-015,24,161,2.0,
INV-PLTE-SFG-0926,2,Welding 1,WC-002,18,225,,1.0
INV-PLTE-SFG-0927,1,Assembly 1,WC-016,27,245,2.0,
INV-PLTE-SFG-0927,2,Welding 1,WC-002,16,200,3.0,1.0
INV-PLTE-SFG-0927,3,Machining 1,WC-010,68,63,,2.0
INV-PLTE-SFG-0928,1,Assembly 1,WC-013,12,255,2.0,
INV-PLTE-SFG-0928,2,Welding 1,WC-003,11,290,,1.0
INV-PLTE-FG-0207,1,Assembly 1,WC-013,22,331,2.0,
INV-PLTE-FG-0207,2,Welding 1,WC-005,22,243,3.0,1.0
INV-PLTE-FG-0207,3,Assembly 2,WC-013,23,336,4.0,2.0
INV-PLTE-FG-0207,4,Welding 2,WC-003,13,262,5.0,3.0
INV-PLTE-FG-0207,5,Assembly 3,WC-016,29,188,6.0,4.0
INV-PLTE-FG-0207,6,Welding 3,WC-004,28,214,7.0,5.0
INV-PLTE-FG-0207,7,Machining 1,WC-011,73,111,8.0,6.0
INV-PLTE-FG-0207,8,Painting 1,WC-018,16,135,9.0,7.0
INV-PLTE-FG-0207,9,Packaging 1,WC-020,0,25,,8.0
INV-PLTE-SFG-0929,1,Assembly 1,WC-014,20,351,2.0,
INV-PLTE-SFG-0929,2,Welding 1,WC-004,18,297,3.0,1.0
INV-PLTE-SFG-0929,3,Machining 1,WC-012,69,61,,2.0
INV-PLTE-SFG-0930,1,Assembly 1,WC-013,12,186,2.0,
INV-PLTE-SFG-0930,2,Welding 1,WC-002,14,250,3.0,1.0
INV-PLTE-SFG-0930,3,Assembly 2,WC-015,16,281,4.0,2.0
INV-PLTE-SFG-0930,4,Welding 2,WC-003,29,124,5.0,3.0
INV-PLTE-SFG-0930,5,Machining 1,WC-010,45,98,,4.0
INV-PLTE-SFG-0931,1,Assembly 1,WC-014,23,145,2.0,
INV-PLTE-SFG-0931,2,Welding 1,WC-003,24,337,3.0,1.0
INV-PLTE-SFG-0931,3,Assembly 2,WC-013,22,210,4.0,2.0
INV-PLTE-SFG-0931,4,Welding 2,WC-005,30,287,,3.0
INV-PLTE-SFG-0932,1,Assembly 1,WC-014,14,316,2.0,
INV-PLTE-SFG-0932,2,Welding 1,WC-006,23,155,3.0,1.0
INV-PLTE-SFG-0932,3,Assembly 2,WC-013,29,337,4.0,2.0
INV-PLTE-SFG-0932,4,Welding 2,WC-004,19,179,,3.0
INV-PLTE-SFG-0933,1,Assembly 1,WC-016,18,211,2.0,
INV-PLTE-SFG-0933,2,Welding 1,WC-005,23,314,3.0,1.0
INV-PLTE-SFG-0933,3,Assembly 2,WC-014,26,327,4.0,2.0
INV-PLTE-SFG-0933,4,Welding 2,WC-005,20,149,,3.0
INV-PLTE-FG-0208,1,Assembly 1,WC-016,10,138,2.0,
INV-PLTE-FG-0208,2,Welding 1,WC-004,10,197,3.0,1.0
INV-PLTE-FG-0208,3,Assembly 2,WC-013,30,143,4.0,2.0
INV-PLTE-FG-0208,4,Welding 2,WC-002,24,222,5.0,3.0
INV-PLTE-FG-0208,5,Assembly 3,WC-016,30,357,6.0,4.0
INV-PLTE-FG-0208,6,Welding 3,WC-005,23,320,7.0,5.0
INV-PLTE-FG-0208,7,Painting 1,WC-017,25,151,8.0,6.0
INV-PLTE-FG-0208,8,Packaging 1,WC-020,0,25,,7.0
INV-PLTE-SFG-0934,1,Assembly 1,WC-016,18,291,2.0,
INV-PLTE-SFG-0934,2,Welding 1,WC-003,16,224,3.0,1.0
INV-PLTE-SFG-0934,3,Assembly 2,WC-015,19,194,4.0,2.0
INV-PLTE-SFG-0934,4,Welding 2,WC-005,25,188,5.0,3.0
INV-PLTE-SFG-0934,5,Machining 1,WC-010,75,115,,4.0
INV-PLTE-SFG-0935,1,Assembly 1,WC-013,26,207,2.0,
INV-PLTE-SFG-0935,2,Welding 1,WC-003,30,196,3.0,1.0
INV-PLTE-SFG-0935,3,Machining 1,WC-009,74,110,,2.0
INV-PLTE-SFG-0936,1,Assembly 1,WC-015,17,243,2.0,
INV-PLTE-SFG-0936,2,Welding 1,WC-001,23,137,3.0,1.0
INV-PLTE-SFG-0936,3,Assembly 2,WC-013,21,289,4.0,2.0
INV-PLTE-SFG-0936,4,Welding 2,WC-006,22,134,,3.0
INV-PLTE-SFG-0937,1,Assembly 1,WC-014,30,128,2.0,
INV-PLTE-SFG-0937,2,Welding 1,WC-004,17,262,,1.0
INV-PLTE-FG-0209,1,Assembly 1,WC-013,23,330,2.0,
INV-PLTE-FG-0209,2,Welding 1,WC-005,17,126,3.0,1.0
INV-PLTE-FG-0209,3,Assembly 2,WC-013,10,261,4.0,2.0
INV-PLTE-FG-0209,4,Welding 2,WC-001,20,320,5.0,3.0
INV-PLTE-FG-0209,5,Assembly 3,WC-013,27,216,6.0,4.0
INV-PLTE-FG-0209,6,Welding 3,WC-001,16,143,7.0,5.0
INV-PLTE-FG-0209,7,Assembly 4,WC-013,17,168,8.0,6.0
INV-PLTE-FG-0209,8,Welding 4,WC-001,13,188,9.0,7.0
INV-PLTE-FG-0209,9,Machining 1,WC-007,39,113,10.0,8.0
INV-PLTE-FG-0209,10,Painting 1,WC-019,15,197,11.0,9.0
INV-PLTE-FG-0209,11,Packaging 1,WC-030,0,25,,10.0
INV-PLTE-SFG-0938,1,Assembly 1,WC-016,28,167,2.0,
INV-PLTE-SFG-0938,2,Welding 1,WC-004,14,200,,1.0
INV-PLTE-SFG-0939,1,Assembly 1,WC-013,28,175,2.0,
INV-PLTE-SFG-0939,2,Welding 1,WC-002,21,169,3.0,1.0
INV-PLTE-SFG-0939,3,Machining 1,WC-009,67,78,,2.0
INV-PLTE-SFG-0940,1,Assembly 1,WC-014,24,299,2.0,
INV-PLTE-SFG-0940,2,Welding 1,WC-001,20,330,3.0,1.0
INV-PLTE-SFG-0940,3,Machining 1,WC-012,43,104,,2.0
INV-PLTE-FG-0210,1,Assembly 1,WC-013,13,302,2.0,
INV-PLTE-FG-0210,2,Welding 1,WC-001,22,303,3.0,1.0
INV-PLTE-FG-0210,3,Assembly 2,WC-016,11,124,4.0,2.0
INV-PLTE-FG-0210,4,Welding 2,WC-003,10,190,5.0,3.0
INV-PLTE-FG-0210,5,Assembly 3,WC-014,27,328,6.0,4.0
INV-PLTE-FG-0210,6,Welding 3,WC-006,13,181,7.0,5.0
INV-PLTE-FG-0210,7,Assembly 4,WC-013,25,237,8.0,6.0
INV-PLTE-FG-0210,8,Welding 4,WC-002,29,159,9.0,7.0
INV-PLTE-FG-0210,9,Painting 1,WC-019,23,211,10.0,8.0
INV-PLTE-FG-0210,10,Packaging 1,WC-028,0,25,,9.0
INV-PLTE-SFG-0941,1,Assembly 1,WC-014,30,166,2.0,
INV-PLTE-SFG-0941,2,Welding 1,WC-001,10,247,3.0,1.0
INV-PLTE-SFG-0941,3,Assembly 2,WC-015,26,262,4.0,2.0
INV-PLTE-SFG-0941,4,Welding 2,WC-006,11,196,5.0,3.0
INV-PLTE-SFG-0941,5,Machining 1,WC-012,44,115,,4.0
INV-PLTE-SFG-0942,1,Assembly 1,WC-014,27,211,2.0,
INV-PLTE-SFG-0942,2,Welding 1,WC-005,11,154,3.0,1.0
INV-PLTE-SFG-0942,3,Assembly 2,WC-016,27,253,4.0,2.0
INV-PLTE-SFG-0942,4,Welding 2,WC-001,20,321,,3.0
INV-PLTE-SFG-0943,1,Assembly 1,WC-014,10,220,2.0,
INV-PLTE-SFG-0943,2,Welding 1,WC-004,29,160,3.0,1.0
INV-PLTE-SFG-0943,3,Assembly 2,WC-016,19,178,4.0,2.0
INV-PLTE-SFG-0943,4,Welding 2,WC-004,27,128,,3.0
INV-PLTE-SFG-0944,1,Assembly 1,WC-013,10,136,2.0,
INV-PLTE-SFG-0944,2,Welding 1,WC-005,24,156,3.0,1.0
INV-PLTE-SFG-0944,3,Assembly 2,WC-016,18,349,4.0,2.0
INV-PLTE-SFG-0944,4,Welding 2,WC-005,30,192,,3.0
INV-PLTE-SFG-0945,1,Assembly 1,WC-016,23,321,2.0,
INV-PLTE-SFG-0945,2,Welding 1,WC-004,11,312,3.0,1.0
INV-PLTE-SFG-0945,3,Assembly 2,WC-015,10,189,4.0,2.0
INV-PLTE-SFG-0945,4,Welding 2,WC-001,18,271,5.0,3.0
INV-PLTE-SFG-0945,5,Machining 1,WC-012,49,91,,4.0
INV-PLTE-FG-0211,1,Assembly 1,WC-014,18,226,2.0,
INV-PLTE-FG-0211,2,Welding 1,WC-004,13,343,3.0,1.0
INV-PLTE-FG-0211,3,Assembly 2,WC-013,11,336,4.0,2.0
INV-PLTE-FG-0211,4,Welding 2,WC-002,18,356,5.0,3.0
INV-PLTE-FG-0211,5,Assembly 3,WC-016,22,256,6.0,4.0
INV-PLTE-FG-0211,6,Welding 3,WC-003,16,254,7.0,5.0
INV-PLTE-FG-0211,7,Machining 1,WC-010,30,169,8.0,6.0
INV-PLTE-FG-0211,8,Painting 1,WC-018,24,206,9.0,7.0
INV-PLTE-FG-0211,9,Packaging 1,WC-031,0,25,,8.0
INV-PLTE-SFG-0946,1,Assembly 1,WC-016,13,153,2.0,
INV-PLTE-SFG-0946,2,Welding 1,WC-006,22,322,3.0,1.0
INV-PLTE-SFG-0946,3,Assembly 2,WC-013,12,205,4.0,2.0
INV-PLTE-SFG-0946,4,Welding 2,WC-002,23,282,5.0,3.0
INV-PLTE-SFG-0946,5,Machining 1,WC-008,63,83,,4.0
INV-PLTE-SFG-0947,1,Assembly 1,WC-016,28,360,2.0,
INV-PLTE-SFG-0947,2,Welding 1,WC-006,23,164,3.0,1.0
INV-PLTE-SFG-0947,3,Machining 1,WC-009,29,103,,2.0
INV-PLTE-SFG-0948,1,Assembly 1,WC-015,15,143,2.0,
INV-PLTE-SFG-0948,2,Welding 1,WC-003,25,217,3.0,1.0
INV-PLTE-SFG-0948,3,Assembly 2,WC-016,11,278,4.0,2.0
INV-PLTE-SFG-0948,4,Welding 2,WC-004,26,159,5.0,3.0
INV-PLTE-SFG-0948,5,Machining 1,WC-012,75,76,,4.0
INV-PLTE-SFG-0949,1,Assembly 1,WC-014,19,322,2.0,
INV-PLTE-SFG-0949,2,Welding 1,WC-003,20,132,3.0,1.0
INV-PLTE-SFG-0949,3,Machining 1,WC-007,21,114,,2.0
INV-PLTE-SFG-0950,1,Assembly 1,WC-015,15,150,2.0,
INV-PLTE-SFG-0950,2,Welding 1,WC-005,29,282,3.0,1.0
INV-PLTE-SFG-0950,3,Assembly 2,WC-016,20,247,4.0,2.0
INV-PLTE-SFG-0950,4,Welding 2,WC-003,29,195,,3.0
INV-PLTE-SFG-0951,1,Assembly 1,WC-015,17,349,2.0,
INV-PLTE-SFG-0951,2,Welding 1,WC-006,27,349,,1.0
INV-PLTE-FG-0212,1,Assembly 1,WC-016,18,153,2.0,
INV-PLTE-FG-0212,2,Welding 1,WC-004,16,321,3.0,1.0
INV-PLTE-FG-0212,3,Assembly 2,WC-016,29,129,4.0,2.0
INV-PLTE-FG-0212,4,Welding 2,WC-003,14,207,5.0,3.0
INV-PLTE-FG-0212,5,Machining 1,WC-009,37,101,6.0,4.0
INV-PLTE-FG-0212,6,Painting 1,WC-019,21,57,7.0,5.0
INV-PLTE-FG-0212,7,Packaging 1,WC-031,0,25,,6.0
INV-PLTE-SFG-0952,1,Assembly 1,WC-013,29,247,2.0,
INV-PLTE-SFG-0952,2,Welding 1,WC-002,28,343,,1.0
INV-PLTE-SFG-0953,1,Assembly 1,WC-016,13,320,2.0,
INV-PLTE-SFG-0953,2,Welding 1,WC-004,10,151,,1.0
INV-PLTE-SFG-0954,1,Assembly 1,WC-015,22,267,2.0,
INV-PLTE-SFG-0954,2,Welding 1,WC-001,21,181,3.0,1.0
INV-PLTE-SFG-0954,3,Machining 1,WC-011,71,91,,2.0
INV-PLTE-SFG-0955,1,Assembly 1,WC-013,21,301,2.0,
INV-PLTE-SFG-0955,2,Welding 1,WC-003,22,145,3.0,1.0
INV-PLTE-SFG-0955,3,Assembly 2,WC-015,14,229,4.0,2.0
INV-PLTE-SFG-0955,4,Welding 2,WC-005,16,251,,3.0
INV-PLTE-FG-0213,1,Assembly 1,WC-015,17,231,2.0,
INV-PLTE-FG-0213,2,Welding 1,WC-006,13,255,3.0,1.0
INV-PLTE-FG-0213,3,Assembly 2,WC-013,23,278,4.0,2.0
INV-PLTE-FG-0213,4,Welding 2,WC-003,11,210,5.0,3.0
INV-PLTE-FG-0213,5,Assembly 3,WC-014,22,282,6.0,4.0
INV-PLTE-FG-0213,6,Welding 3,WC-001,30,260,7.0,5.0
INV-PLTE-FG-0213,7,Assembly 4,WC-013,11,352,8.0,6.0
INV-PLTE-FG-0213,8,Welding 4,WC-002,16,204,9.0,7.0
INV-PLTE-FG-0213,9,Painting 1,WC-019,19,188,10.0,8.0
INV-PLTE-FG-0213,10,Packaging 1,WC-026,0,25,,9.0
INV-PLTE-SFG-0956,1,Assembly 1,WC-015,20,258,2.0,
INV-PLTE-SFG-0956,2,Welding 1,WC-001,11,268,3.0,1.0
INV-PLTE-SFG-0956,3,Machining 1,WC-012,36,84,,2.0
INV-PLTE-SFG-0957,1,Assembly 1,WC-014,12,347,2.0,
INV-PLTE-SFG-0957,2,Welding 1,WC-005,25,327,3.0,1.0
INV-PLTE-SFG-0957,3,Machining 1,WC-011,22,80,,2.0
INV-PLTE-SFG-0958,1,Assembly 1,WC-016,27,277,2.0,
INV-PLTE-SFG-0958,2,Welding 1,WC-001,13,154,3.0,1.0
INV-PLTE-SFG-0958,3,Machining 1,WC-010,64,89,,2.0
INV-PLTE-SFG-0959,1,Assembly 1,WC-016,13,222,2.0,
INV-PLTE-SFG-0959,2,Welding 1,WC-003,21,158,3.0,1.0
INV-PLTE-SFG-0959,3,Machining 1,WC-007,29,116,,2.0
INV-PLTE-FG-0214,1,Assembly 1,WC-016,20,318,2.0,
INV-PLTE-FG-0214,2,Welding 1,WC-001,23,128,3.0,1.0
INV-PLTE-FG-0214,3,Assembly 2,WC-014,22,350,4.0,2.0
INV-PLTE-FG-0214,4,Welding 2,WC-001,16,273,5.0,3.0
INV-PLTE-FG-0214,5,Assembly 3,WC-013,20,328,6.0,4.0
INV-PLTE-FG-0214,6,Welding 3,WC-006,20,291,7.0,5.0
INV-PLTE-FG-0214,7,Assembly 4,WC-013,14,310,8.0,6.0
INV-PLTE-FG-0214,8,Welding 4,WC-001,10,233,9.0,7.0
INV-PLTE-FG-0214,9,Machining 1,WC-010,72,238,10.0,8.0
INV-PLTE-FG-0214,10,Painting 1,WC-018,19,190,11.0,9.0
INV-PLTE-FG-0214,11,Packaging 1,WC-032,0,25,,10.0
INV-PLTE-SFG-0960,1,Assembly 1,WC-015,15,243,2.0,
INV-PLTE-SFG-0960,2,Welding 1,WC-001,16,130,3.0,1.0
INV-PLTE-SFG-0960,3,Assembly 2,WC-016,23,351,4.0,2.0
INV-PLTE-SFG-0960,4,Welding 2,WC-004,12,178,5.0,3.0
INV-PLTE-SFG-0960,5,Machining 1,WC-009,28,113,,4.0
INV-PLTE-SFG-0961,1,Assembly 1,WC-013,17,150,2.0,
INV-PLTE-SFG-0961,2,Welding 1,WC-004,21,133,,1.0
INV-PLTE-SFG-0962,1,Assembly 1,WC-015,24,295,2.0,
INV-PLTE-SFG-0962,2,Welding 1,WC-005,19,352,,1.0
INV-PLTE-FG-0215,1,Assembly 1,WC-016,26,219,2.0,
INV-PLTE-FG-0215,2,Welding 1,WC-006,22,197,3.0,1.0
INV-PLTE-FG-0215,3,Assembly 2,WC-014,22,320,4.0,2.0
INV-PLTE-FG-0215,4,Welding 2,WC-001,19,162,5.0,3.0
INV-PLTE-FG-0215,5,Painting 1,WC-017,22,68,6.0,4.0
INV-PLTE-FG-0215,6,Packaging 1,WC-022,0,25,,5.0
INV-PLTE-SFG-0963,1,Assembly 1,WC-013,14,135,2.0,
INV-PLTE-SFG-0963,2,Welding 1,WC-006,28,171,3.0,1.0
INV-PLTE-SFG-0963,3,Assembly 2,WC-013,27,176,4.0,2.0
INV-PLTE-SFG-0963,4,Welding 2,WC-004,15,202,5.0,3.0
INV-PLTE-SFG-0963,5,Machining 1,WC-010,23,110,,4.0
INV-PLTE-SFG-0964,1,Assembly 1,WC-013,23,329,2.0,
INV-PLTE-SFG-0964,2,Welding 1,WC-004,25,190,3.0,1.0
INV-PLTE-SFG-0964,3,Machining 1,WC-008,58,107,,2.0
INV-PLTE-SFG-0965,1,Assembly 1,WC-013,15,139,2.0,
INV-PLTE-SFG-0965,2,Welding 1,WC-005,12,325,3.0,1.0
INV-PLTE-SFG-0965,3,Assembly 2,WC-013,23,132,4.0,2.0
INV-PLTE-SFG-0965,4,Welding 2,WC-002,29,267,5.0,3.0
INV-PLTE-SFG-0965,5,Machining 1,WC-008,45,68,,4.0
INV-PLTE-SFG-0966,1,Assembly 1,WC-015,27,280,2.0,
INV-PLTE-SFG-0966,2,Welding 1,WC-001,14,258,3.0,1.0
INV-PLTE-SFG-0966,3,Assembly 2,WC-013,25,180,4.0,2.0
INV-PLTE-SFG-0966,4,Welding 2,WC-002,12,177,,3.0
INV-PLTE-FG-0216,1,Assembly 1,WC-013,22,359,2.0,
INV-PLTE-FG-0216,2,Welding 1,WC-004,19,341,3.0,1.0
INV-PLTE-FG-0216,3,Assembly 2,WC-016,10,161,4.0,2.0
INV-PLTE-FG-0216,4,Welding 2,WC-003,26,181,5.0,3.0
INV-PLTE-FG-0216,5,Assembly 3,WC-013,18,335,6.0,4.0
INV-PLTE-FG-0216,6,Welding 3,WC-005,20,203,7.0,5.0
INV-PLTE-FG-0216,7,Assembly 4,WC-013,24,215,8.0,6.0
INV-PLTE-FG-0216,8,Welding 4,WC-002,14,193,9.0,7.0
INV-PLTE-FG-0216,9,Machining 1,WC-007,27,204,10.0,8.0
INV-PLTE-FG-0216,10,Painting 1,WC-019,17,218,11.0,9.0
INV-PLTE-FG-0216,11,Packaging 1,WC-027,0,25,,10.0
INV-PLTE-SFG-0967,1,Assembly 1,WC-016,16,354,2.0,
INV-PLTE-SFG-0967,2,Welding 1,WC-006,21,137,,1.0
INV-PLTE-SFG-0968,1,Assembly 1,WC-015,22,197,2.0,
INV-PLTE-SFG-0968,2,Welding 1,WC-004,19,345,3.0,1.0
INV-PLTE-SFG-0968,3,Assembly 2,WC-016,24,303,4.0,2.0
INV-PLTE-SFG-0968,4,Welding 2,WC-002,28,184,,3.0
INV-PLTE-SFG-0969,1,Assembly 1,WC-013,10,285,2.0,
INV-PLTE-SFG-0969,2,Welding 1,WC-005,26,316,3.0,1.0
INV-PLTE-SFG-0969,3,Machining 1,WC-011,26,106,,2.0
INV-PLTE-FG-0217,1,Assembly 1,WC-014,29,131,2.0,
INV-PLTE-FG-0217,2,Welding 1,WC-001,16,221,3.0,1.0
INV-PLTE-FG-0217,3,Assembly 2,WC-013,19,225,4.0,2.0
INV-PLTE-FG-0217,4,Welding 2,WC-001,27,211,5.0,3.0
INV-PLTE-FG-0217,5,Assembly 3,WC-016,22,245,6.0,4.0
INV-PLTE-FG-0217,6,Welding 3,WC-004,13,274,7.0,5.0
INV-PLTE-FG-0217,7,Machining 1,WC-007,58,213,8.0,6.0
INV-PLTE-FG-0217,8,Painting 1,WC-018,16,110,9.0,7.0
INV-PLTE-FG-0217,9,Packaging 1,WC-022,0,25,,8.0
INV-PLTE-SFG-0970,1,Assembly 1,WC-015,20,329,2.0,
INV-PLTE-SFG-0970,2,Welding 1,WC-002,11,296,3.0,1.0
INV-PLTE-SFG-0970,3,Machining 1,WC-008,59,96,,2.0
INV-PLTE-SFG-0971,1,Assembly 1,WC-014,22,291,2.0,
INV-PLTE-SFG-0971,2,Welding 1,WC-002,11,287,3.0,1.0
INV-PLTE-SFG-0971,3,Assembly 2,WC-016,15,265,4.0,2.0
INV-PLTE-SFG-0971,4,Welding 2,WC-002,24,147,,3.0
INV-PLTE-SFG-0972,1,Assembly 1,WC-014,21,196,2.0,
INV-PLTE-SFG-0972,2,Welding 1,WC-002,18,301,3.0,1.0
INV-PLTE-SFG-0972,3,Assembly 2,WC-016,22,283,4.0,2.0
INV-PLTE-SFG-0972,4,Welding 2,WC-001,14,328,5.0,3.0
INV-PLTE-SFG-0972,5,Machining 1,WC-012,23,96,,4.0
INV-PLTE-SFG-0973,1,Assembly 1,WC-015,29,351,2.0,
INV-PLTE-SFG-0973,2,Welding 1,WC-003,15,243,3.0,1.0
INV-PLTE-SFG-0973,3,Machining 1,WC-010,29,114,,2.0
INV-PLTE-SFG-0974,1,Assembly 1,WC-015,26,183,2.0,
INV-PLTE-SFG-0974,2,Welding 1,WC-006,20,154,,1.0
INV-PLTE-SFG-0975,1,Assembly 1,WC-014,28,222,2.0,
INV-PLTE-SFG-0975,2,Welding 1,WC-005,26,279,3.0,1.0
INV-PLTE-SFG-0975,3,Assembly 2,WC-014,11,225,4.0,2.0
INV-PLTE-SFG-0975,4,Welding 2,WC-002,30,253,5.0,3.0
INV-PLTE-SFG-0975,5,Machining 1,WC-010,34,62,,4.0
INV-PLTE-FG-0218,1,Assembly 1,WC-015,12,276,2.0,
INV-PLTE-FG-0218,2,Welding 1,WC-005,16,237,3.0,1.0
INV-PLTE-FG-0218,3,Assembly 2,WC-015,13,206,4.0,2.0
INV-PLTE-FG-0218,4,Welding 2,WC-004,18,338,5.0,3.0
INV-PLTE-FG-0218,5,Assembly 3,WC-014,11,259,6.0,4.0
INV-PLTE-FG-0218,6,Welding 3,WC-004,18,288,7.0,5.0
INV-PLTE-FG-0218,7,Assembly 4,WC-016,10,292,8.0,6.0
INV-PLTE-FG-0218,8,Welding 4,WC-002,10,159,9.0,7.0
INV-PLTE-FG-0218,9,Machining 1,WC-012,34,154,10.0,8.0
INV-PLTE-FG-0218,10,Painting 1,WC-018,24,193,11.0,9.0
INV-PLTE-FG-0218,11,Packaging 1,WC-022,0,25,,10.0
